legacy_id,name,lat,lng,state_code,state_name,layer_code,subtype_code,site_form_code,verification_status,confidence,review_notes,description,primary_url,raw_category,category_label,source_folder,owner_name,layer_label,cost,showers,is_active
s203,Colorado Parks & Wildlife,39.5965742,-105.5233878,CO,Colorado,info,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,They have a pass - $35 each and lets you stay free at a bunch of places,https://cpw.state.co.us/placestogo/parks/JohnMartinReservoir/Pages/default.aspx,info,Info / Reference,Misc Info and websites,,Info / reference,,,True
s204,Colorado travel information,39.4330976,-105.7156485,CO,Colorado,info,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,https://www.cotrip.org/home,info,Info / Reference,Misc Info and websites,,Info / reference,,,True
s406,Hornsilver Campground,39.489144,-106.366836,CO,Colorado,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,There is also boondocking nearby,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s409,Hot Sulphur Springs Campground,40.0741746,-106.1091977,CO,Colorado,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Free camping for up to 2 weeks.  Hot springs are nice too.,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s432,Irish Canyon Campground,40.829484,-108.7349319,CO,Colorado,federal,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,BLM Irish Canyon ACEC primitive campground in northwestern Colorado.,https://www.blm.gov/visit/irish-canyon-acec,public,State / County / Town,"State, county, and town Campgrounds",Bureau of Land Management,Federal campgrounds,,,True
s448,John Martin Reservoir,38.0702673,-102.9686665,CO,Colorado,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,someone said they camped here.,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s449,John Martin Reservoir State Park,38.0838111,-102.953023,CO,Colorado,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Someone said it was pretty empty when they were there,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s518,Lake Pueblo State Park,38.2603555,-104.7524693,CO,Colorado,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Cheap and has boat rentals,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s526,Laramie River Road,40.6161837,-105.8561064,CO,Colorado,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s547,Little Molas Lake,37.7441348,-107.710092,CO,Colorado,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"""We are currently boondocking with a class c at Little Molas Lake… the ride back is bumpy but we took our time! the view is amazing. We arrived on Sunday- found the last good spot for an rv. Seems like there are more tent spots""",,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s558,Lone Duck Campground,38.9176667,-104.9847167,CO,Colorado,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s674,Painted Rocks Campground,39.0840376,-105.1051068,CO,Colorado,federal,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Lots of campgrounds in area and FS Land in area as well.,,federal,Federal Lands,Federal Lands,,Federal campgrounds,,,True
s698,Pike National Forest,39.2083237,-105.4172213,CO,Colorado,federal,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Dispersed camping in this area.,,federal,Federal Lands,Federal Lands,,Federal campgrounds,,,True
s711,Pingree Park,40.5610936,-105.5977777,CO,Colorado,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s712,Pingree Park Road,40.6267439,-105.5285111,CO,Colorado,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s797,Sacred White Shell Mountain,37.526985,-105.593536,CO,Colorado,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s846,Skaguay Reservoir,38.6886294,-105.0529164,CO,Colorado,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"I really like skaguay reservoir. Gets hairy last mile of the trip, but is beautiful and outside of victor, near cripple creek. You never top 10000 feet. If you are in a camper or rv, not the best spot, but it is really great.  If you wanna fish it is probably worth it. There is a spring for delicious water on the way in",,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s893,Sultan & Anvil Campground,37.8209939,-107.7197655,CO,Colorado,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,You can camp right on a river.,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s941,Turquoise Lake Camping,39.2454533,-106.3788815,CO,Colorado,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s1020,Woodland Park,38.9938808,-105.0569301,CO,Colorado,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"Just up the mountain from there on the flats, is dispersed camping near the atv trail. Maybe 8-10 miles?",,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s90,Big Oaks Campground,38.7387651,-75.1312004,DE,Delaware,private,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Private family campground near Rehoboth Beach. Verified from user KML/name-location audit.,http://www.bigoakscamping.com,public,State / County / Town,"State, county, and town Campgrounds",Big Oaks Family Campground,Private campgrounds,,,True
s634,Mystic Springs Free Campground,30.8555654,-87.311573,FL,Florida,local,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Primitive reservation-only campsites at Mystic Springs on the Escambia River.,https://www.nwfwater.com/content/download/16561/113980/Mystic%20Springs%20-%20flyer-brochure%20FINAL.pdf,public,State / County / Town,"State, county, and town Campgrounds",Northwest Florida Water Management District,Local campgrounds,,,True
s136,Brinton Timbers Park,41.2269378,-91.862321,IA,Iowa,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s262,Dutton Cave Co Park,42.9967735,-91.7678784,IA,Iowa,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s275,Elk Rock State Park,41.4005074,-93.0630928,IA,Iowa,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Might be others in the area,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s286,F.W. Kent Park,41.7288531,-91.7273776,IA,Iowa,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s320,Frenchtown County Park & Primative Campground,42.8448709,-91.1077445,IA,Iowa,local,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Free dispersed camping but a boat is required to access much of it - islands and sandbars on the mississippi.,,public,State / County / Town,"State, county, and town Campgrounds",,Local campgrounds,,,True
s331,George Wyth State Park,42.5344728,-92.4097303,IA,Iowa,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s333,Gifford Point WMA,41.1747399,-95.8591247,NE,Nebraska,boondocking,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,boondocking,Boondocking,places from others,,Boondocking / dispersed,,,True
s386,Hickory Hills Park,42.2699168,-92.3122217,IA,Iowa,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s395,Hills Access,41.5576137,-91.5213163,IA,Iowa,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,"Rustic, cheap",,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s431,Iowa,41.9192188,-92.9997489,IA,Iowa,info,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Best bet in Iowa is county park boat ramps that include free camping.  A few towns also have free campgrounds.,,info,Info / Reference,Misc Info and websites,,Info / reference,,,True
s437,Jack Sinn Memorial Wildlife Management Area,41.0306771,-96.6443474,NE,Nebraska,state,rustic,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,Nebraska wildlife management area offering primitive camping access and recreation near the Platte River corridor.,https://outdoornebraska.gov/location/jack-sinn/,public,State / County / Town,"State, county, and town Campgrounds",Nebraska Game and Parks,State campgrounds,,,True
s499,Lake Iowa Park (Iowa County Conservation),41.6356716,-92.1808706,IA,Iowa,local,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,Local campgrounds,,,True
s505,Lake Macbride State Park,41.798376,-91.5583186,IA,Iowa,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
s555,Loess Hills State Forest (Pisgah Unit),41.8066222,-95.9112718,IA,Iowa,state,modern,campsite,best_effort_confirmed,80,Imported from v22.2.1 master during Supabase wiring setup.,,,public,State / County / Town,"State, county, and town Campgrounds",,State campgrounds,,,True
