id,state,name,countyRegion,leadType,likelyLayer,status,priority,sourceType,coordinateConfidence,blocker,nextAction,relatedActiveOrPendingRecord,lastCheckedVersion,notes
ia-ledges-state-park-primitive-hike-in-sites-coordinate-rescue,IA,Ledges State Park Primitive Hike-In Sites,Boone,coordinate_rescue,Boat / Backpack,official camping component confirmed; exact hike-in points needed,High,Iowa DNR official page + reservation map needed,No safe exact hike-in-site coordinates recovered; DNR confirms primitive hike-in sites.,Do not merge with main modern campground marker if project wants access/layer purity.,Extract from DNR campground map or ReserveAmerica site map; add Boat/Backpack or walk-in rustic row(s).,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/ledges-state-park
ia-lead-ledges-state-park-primitive-hikein-component,IA,Ledges State Park primitive hike-in / walk-in component,Boone,coordinate_rescue,Boat / Backpack or Rustic / Primitive after official proof,component_coordinate_rescue,High,Iowa DNR campground map / reservation map needed,Current active row is main campground only; separate primitive component coordinate not extracted,Do not duplicate main modern campground; this is only for component split,Extract primitive/hike-in point(s) and add separate Boat / Backpack/Rustic row if proven,,v23.1.64,Existing DNR page: https://www.iowadnr.gov/places-go/state-parks/all-parks/ledges-state-park
ia-lead-swan-lake-state-park-campground-coordinate-rescue,IA,Swan Lake State Park Campground,Carroll / Carroll,coordinate_rescue,Modern Campgrounds,`official_county_managed_state_park_coordinate_rescue`,High,Official county / MyCountyParks,Official address 22676 Swan Lake Dr; no lat/lng extracted.,Important miss.,Extract campground map coordinate.,,v23.1.63,"Swan Lake campground has more than 120 sites, full hookups, electric/water, electric sites, tent area, shower house, playground, dump station, and Wi-Fi. ([My County Parks][27])"
ia-lead-richey-access-campground-coordinate-rescue,IA,Richey Access Campground,Carroll / Ralston,coordinate_rescue,Rustic / Primitive,`official_proof_coordinate_rescue`,High,Official county / MyCountyParks source family,Official address/proof known from prior source family; coordinate not recovered.,Do not treat “Access” as day-use-only; camping is proven but coordinate still blocked.,Add lead.,,v23.1.64,Prior pass identified Richey Access as having electric/water and tent camping with address 18009 Apple Ave.
ia-lead-lake-anita-state-park-campground-coordinate-rescue,IA,Lake Anita State Park Campground,Cass / Anita,coordinate_rescue,Modern Campgrounds,`official_dnr_campground_coordinate_rescue`,High,Iowa DNR,DNR park/address/map proof; Fish Iowa coordinate is lake coordinate and not accepted as campground coordinate.,Do not use lake center/boat ramp.,Extract campground map/reservation coordinate.,,v23.1.63,"DNR says Lake Anita has electric, non-electric, full-hookup sites, and three modern showers/restrooms. ([Department of Natural Resources][44])"
ia-lead-cold-springs-park-campground-coordinate-rescue,IA,Cold Springs Park Campground,Cass / Lewis,coordinate_rescue,Modern Campgrounds,`official_county_campground_coordinate_rescue`,High,Official county / MyCountyParks,Official page/address 57744 Lewis Rd; no lat/lng extracted.,Split modern/primitive only if map supports it.,Extract county map coordinate.,,v23.1.63,"Cold Springs has 26 electric and 20 primitive campsites, modern bathroom/showerhouse, dump station, swimming area, and playground. ([My County Parks][45])"
ia-lead-larson-lake-primitive-camping-coordinate-rescue,IA,Larson Lake Primitive Campsites,Cherokee / Aurelia,coordinate_rescue,Rustic / Primitive,`official_county_primitive_coordinate_rescue`,High,Official county / MyCountyParks,Official page only.,Do not use lake center.,Extract campsite/park marker from county map.,,v23.1.63,"Larson Lake has five primitive campsites, vault toilet, shelters, grills, and playground. ([My County Parks][14])"
ia-lead-silver-sioux-recreation-area-campground-coordinate-rescue,IA,Silver Sioux Recreation Area Campground,Cherokee / Cherokee County,coordinate_rescue,Modern Campgrounds,`official_county_campground_coordinate_rescue`,High,Official county reservation / MyCountyParks,Official county page; no lat/lng extracted.,Good active candidate after coordinate extraction.,Extract MyCountyParks/county GIS coordinate.,,v23.1.63,"Silver Sioux offers full hookups, electric/water pull-throughs, primitive sites, and shower house with showers/toilets. ([My County Parks][11])"
ia-lead-martins-access-modern-primitive-coordinate-rescue,IA,Martin’s Access Modern + Primitive Campgrounds,Cherokee / Little Sioux River,coordinate_rescue,Modern + Rustic / Primitive split likely,`official_county_campground_split_coordinate_rescue`,High,Official county reservation / MyCountyParks,Facility pages only.,Split modern and primitive components if exact locations are recoverable.,Extract park map/GIS coordinates.,,v23.1.63,Martin’s Access has a modern full-service campground and 4 primitive camping areas totaling 24 sites with water pumps and pit toilets. ([My County Parks][12])
ia-lead-martins-access-primitive-areas-coordinate-rescue,IA,Martin’s Access Primitive Camping Areas,Cherokee / Little Sioux River,coordinate_rescue,Rustic / Primitive,`primitive_component_coordinate_rescue`,High,Official county map/PDF,Primitive-area exact points not recovered.,Do not collapse primitive sites into modern row unless no split is wanted.,Add lead.,,v23.1.64,"Official Cherokee map source shows Martin’s Access campground symbols, and prior proof says there are primitive camping areas separate from the modern campground. ([Cherokee County Conservation Board][10])"
ia-lead-stieneke-area-primitive-campsites-coordinate-rescue,IA,Stieneke Area Primitive Campsites,Cherokee / Quimby-Washta,coordinate_rescue,Rustic / Primitive,`official_proof_coordinate_rescue`,High,Official county / MyCountyParks,Official camping proof and address found; no safe campsite coordinate recovered.,Good lead; coordinate is still the blocker.,Add lead.,,v23.1.64,"MyCountyParks says Stieneke Area has 5 primitive campsites, drinking water, fire pits, picnic tables, shelter, restroom, and canoe/kayak access; Cherokee parks list address as 1010 628th St. ([My County Parks][11])"
ia-lead-stephens-woodburn-packin-backcountry-campsites,IA,Stephens State Forest — Woodburn pack-in backcountry campsites,Clarke / Stephens State Forest,coordinate_rescue,Boat / Backpack,official_backcountry_component_coordinate_rescue,High,Iowa DNR official state forest page / map / GIS needed,Official DNR page proves pack-in campsites; exact points not extracted,Trailhead is not campsite; no active until actual campsite points are recovered,Extract pack-in campsite points; add Boat / Backpack rows,,v23.1.64,"https://www.iowadnr.gov/places-go/state-forests/stephens-state-forest ; DNR page says Woodburn has five pack-in backcountry campsites, first-come/no-fee, picnic tables, fire rings; water hydrant at trailhead"
ia-lead-pikes-peak-state-park-campground-coordinate-rescue,IA,Pikes Peak State Park Campground,Clayton / Mississippi River,coordinate_rescue,Modern Campgrounds likely,coordinate_rescue,High,Iowa DNR / ReserveAmerica,Official DNR park listing and page prove reservation path and address; exact campground coordinate not recovered.,Mississippi River corridor obvious miss.,Extract DNR campground map / ReserveAmerica map.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/pikes-peak-state-park
ia-lead-rock-creek-marina-campground,IA,Rock Creek Marina & Campground,Clinton / Mississippi River,coordinate_rescue,Private Campgrounds or public/operator by ownership,coordinate_rescue,High,Operator / county/tourism support,Operator/public campground source needed; obvious Mississippi campground.,Wrong-feature trap: marina/launch is not campground pin.,Verify operator page and exact campground area.,,v23.1.63,https://www.mycountyparks.com/County/Clinton/Park/Rock-Creek-Marina-Campground.aspx
ia-lead-nine-eagles-state-park-campground-coordinate-rescue,IA,Nine Eagles State Park Campground,Decatur,coordinate_rescue,Modern/Rustic by amenities,coordinate_rescue,High,Iowa DNR / ReserveAmerica,DNR all-parks listing gives official address and reservation path; exact campground coordinate not recovered.,Southern IA obvious miss.,Extract DNR/ReserveAmerica coordinate.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/nine-eagles-state-park
ia-lead-backbone-state-park-campground-coordinate-rescue,IA,Backbone State Park Campground,Delaware,coordinate_rescue,Modern Campgrounds likely,coordinate_rescue,High,Iowa DNR / ReserveAmerica,DNR all-parks listing gives official address and reservation path; campground component coordinate not recovered.,Do not use park office/centroid.,Extract campground loop point from DNR/ReserveAmerica.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/backbone-state-park
ia-lead-backbone-six-pine-rustic-campground-component,IA,Backbone State Park — Six Pine Campground component,Delaware / Dundee,coordinate_rescue,Rustic / Primitive,official_component_split_coordinate_rescue,High,Iowa DNR official page + campground map needed,Official DNR proof but no honest separate Six Pine coordinate extracted,"Layer is Rustic / Primitive, not Modern",Extract exact Six Pine point; add separate Rustic row if coordinate found,,v23.1.64,https://www.iowadnr.gov/places-go/state-parks/all-parks/backbone-state-park ; DNR page says Six Pine Campground has non-electric sites and pit latrines
ia-iowa-great-lakes-private-resort-campground-screen,IA,Iowa Great Lakes Resort Campground Screening Lead,Dickinson / Iowa Great Lakes,coordinate_rescue,Private Campgrounds,multiple resorts found; RV/tent proof must be separated from cabins/lodging,High,Tourism/operator discovery lead,No single coordinate; screening lead only.,"Follow-up sweep should screen Ballard-like resort/lodge-only cases, marinas and cabin resorts; add only public RV/tent camping.",Create individual candidates only where operator proves public RV/tent camping and coordinate lands on campground area.,,v23.1.63,"Search terms: Okoboji RV park, Spirit Lake campground, Iowa Great Lakes resort campground"
ia-lead-swiss-valley-campground,IA,Swiss Valley Campground,Dubuque,coordinate_rescue,Modern/Rustic by amenities,coordinate_rescue,High,Dubuque County Conservation,Official county conservation campground source needed.,Obvious Dubuque County miss.,Extract official coordinate.,,v23.1.63,https://www.dubuquecountyiowa.gov/271/Swiss-Valley-Park
ia-lead-massey-marina-campground,IA,Massey Marina Park Campground,Dubuque / Mississippi River,coordinate_rescue,Modern/Rustic or Private/operator by management,coordinate_rescue,High,Dubuque County / operator,Official county/city/operator source needed; obvious Mississippi corridor campground.,Wrong-feature trap.,Verify campground status and coordinate.,,v23.1.63,https://www.dubuquecountyiowa.gov/268/Massey-Marina-Park
ia-lead-mud-lake-park-campground,IA,Mud Lake Park Campground,Dubuque / Mississippi River,coordinate_rescue,Rustic/Primitive likely,coordinate_rescue,High,Dubuque County Conservation,Official county source needed.,Mississippi corridor.,Extract official coordinate.,,v23.1.63,https://www.dubuquecountyiowa.gov/270/Mud-Lake-Park
ia-lead-volga-river-state-recreation-area-campground-coordinate-rescue,IA,Volga River State Recreation Area Campgrounds,Fayette,coordinate_rescue,Modern/Rustic split likely,coordinate_rescue,High,Iowa DNR / ReserveAmerica,DNR alert confirms equestrian trails open; DNR park source/reservation family should be used; exact campground component coordinates not recovered.,Bulldog target inside NE/east geography.,Extract DNR campground map and split modern/equestrian/rustic if needed.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/volga-river-state-recreation-area
ia-lead-volga-river-albany-campground-equestrian-component,IA,Volga River SRA — Albany Campground / equestrian and non-equestrian component,Fayette / Fayette,coordinate_rescue,Rustic / Primitive or Modern Campgrounds by loop/service,official_component_split_coordinate_rescue,High,Iowa DNR official page + campground map needed,DNR proves Albany component; exact component coordinates not extracted,Do not merge with Lakeview if separate camping area can be mapped,Extract Albany campground point(s); split layer by service if justified,,v23.1.64,https://www.iowadnr.gov/places-go/state-parks/all-parks/volga-river-state-recreation-area ; DNR page says Albany has equestrian sites with electricity and non-electric non-equestrian sites
ia-lead-waubonsie-state-park-campgrounds-coordinate-rescue,IA,Waubonsie State Park Modern + Equestrian Campgrounds,Fremont / Hamburg-Thurman,coordinate_rescue,Modern + Rustic / Primitive split likely,`official_dnr_campground_split_coordinate_rescue`,High,Iowa DNR,DNR reservation/campground map; no lat/lng extracted.,Split layers: Modern campground vs equestrian Rustic/Primitive.,Extract DNR reservation/map coordinates.,,v23.1.63,"ReserveAmerica says Waubonsie has two campgrounds; the modern campground has electric/non-electric campsites and modern showers, while DNR equestrian map shows non-modern restrooms and non-electric equestrian sites. ([Iowa State Parks][49])"
ia-lead-fremont-county-conservation-rv-park-coordinate-rescue,IA,Fremont County Conservation RV Park / Campground,Fremont / Sidney,coordinate_rescue,Rustic / Primitive,`official_county_rv_campground_coordinate_rescue`,High,Official county / MyCountyParks,Official county page; no lat/lng extracted.,Rustic/Primitive due pit bathrooms/no showers.,Extract county map/parcel coordinate.,,v23.1.63,"Fremont County Conservation RV Park has 8 RV sites with 50-amp electric, water hydrants, pit bathrooms with sinks, shelter, fire rings, and adjacent golf course. ([My County Parks][38])"
ia-lead-springbrook-state-park-campground-coordinate-rescue,IA,Springbrook State Park Campground,Guthrie,coordinate_rescue,Modern Campgrounds likely,coordinate_rescue,High,Iowa DNR / ReserveAmerica,DNR all-parks listing gives official address/reservation; exact campground coordinate not recovered.,Assignment includes Guthrie.,Extract DNR campground map coordinate.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/springbrook-state-park
ia-lead-schaben-park-campground-coordinate-rescue,IA,Schaben Park Campground,Harrison / Dunlap,coordinate_rescue,Modern Campgrounds,`official_county_campground_coordinate_rescue`,High,Official county / MyCountyParks,Official address 3345 140th; no lat/lng extracted.,Clean Harrison County add after coordinate rescue.,Extract county map coordinate.,,v23.1.63,"Schaben has electricity/water, shower house/restrooms, tent-only camping, dump station, and campground address/fees. ([My County Parks][32])"
ia-lead-willow-lake-recreation-area-campground-coordinate-rescue,IA,Willow Lake Recreation Area Campground,Harrison / Woodbine,coordinate_rescue,Modern Campgrounds,`official_county_campground_coordinate_rescue`,High,Official county / MyCountyParks,Official address 2715 Easton Trail; no lat/lng extracted.,Do not use nature center/office as campsite pin.,Extract campground entrance/loop coordinate.,,v23.1.63,"Willow Lake campground has 41 electric campsites, water hydrants, picnic tables/fire rings, two shower houses with restrooms, and address 2715 Easton Trail. ([My County Parks][31])"
ia-lead-geode-state-park-campground-coordinate-rescue,IA,Geode State Park Campground,Henry / Des Moines edge,coordinate_rescue,Modern Campgrounds likely,coordinate_rescue,High,Iowa DNR / ReserveAmerica,Official DNR park listing/page proves reservation source and address; exact campground coordinate not recovered.,Good southern IA miss.,Extract DNR/ReserveAmerica campground map coordinate.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/geode-state-park
ia-lead-lake-hendricks-campground,IA,Lake Hendricks Campground,Howard,coordinate_rescue,Modern/Rustic by amenities,coordinate_rescue,High,Howard County Conservation,Official county conservation campground source needed.,Northern edge but inside assigned counties.,Extract county map/reservation coordinate.,,v23.1.63,https://www.howardcountyiowa.gov/conservation
ia-lead-maquoketa-caves-state-park-campground-coordinate-rescue,IA,Maquoketa Caves State Park Campground,Jackson,coordinate_rescue,Modern/Rustic by amenities,coordinate_rescue,High,Iowa DNR / campground PDF,Official DNR page and campground map PDF exist; exact usable coordinate not extracted in this pass.,Good candidate but coordinate/layer requires map extraction.,Use DNR campground map PDF / ReserveAmerica coordinate.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/maquoketa-caves-state-park
ia-lead-maquoketa-caves-hikein-walkto-primitive-component,IA,Maquoketa Caves State Park primitive hike-in / walk-to component,Jackson / Maquoketa,coordinate_rescue,Boat / Backpack or Rustic / Primitive after access proof,component_coordinate_rescue,High,Iowa DNR official page + campground map needed,No honest separate component coordinate recovered; official DNR page proves walk-to/non-electric and primitive context,Do not collapse primitive/walk-to component into main modern marker if separate map points exist,Extract reservation-map coordinates and split if separate from main loop,,v23.1.64,Same DNR page and campground map link: https://www.iowadnr.gov/places-go/state-parks/all-parks/maquoketa-caves-state-park
ia-lead-bellevue-state-park-campground-coordinate-rescue,IA,Bellevue State Park Campground,Jackson / Mississippi River,coordinate_rescue,Modern Campgrounds likely,coordinate_rescue,High,Iowa DNR / ReserveAmerica,Official DNR page/listing proves campground/reservation source; exact campground coordinate not recovered.,Do not use butterfly garden/page confusion as campground source.,Extract DNR campground map or ReserveAmerica map.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/bellevue-state-park
ia-lead-rock-creek-state-park-campground-coordinate-rescue,IA,Rock Creek State Park Campground,Jasper / Poweshiek edge,coordinate_rescue,Modern Campgrounds likely,coordinate_rescue,High,Iowa DNR / ReserveAmerica,DNR all-parks listing gives official address and reservation link; exact campground coordinate not recovered.,South/east central obvious miss.,Extract DNR campground map coordinate.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/rock-creek-state-park
ia-lead-coralville-linder-point-campground,IA,Linder Point Campground,Johnson / Coralville Dam Complex,coordinate_rescue,Likely Modern Campgrounds or Rustic / Primitive after amenity proof,official campground listed; facility extraction needed,High,USACE source family / Recreation.gov gateway,"Coralville USACE page names Linder Point as one of Dam Complex campgrounds, but exact facility page/coordinates were not recovered in parsed sources.",Do not use dam complex centroid.,Open facility-specific Rec.gov/USACE campground map; extract coordinate and amenities.,,v23.1.64,Coralville USACE page and Recreation.gov gateway
ia-lead-coralville-tailwater-east-campground,IA,Tailwater East Campground,Johnson / Coralville Dam Complex,existing_lead_update,Modern Campgrounds,official campground proof; coordinate extraction blocked,High,USACE / Recreation.gov,Official facility page proves campground below dam; parsed page has directions/address but no safe campground point.,Coordinate must land on campground loop east of river below dam.,Extract facility coordinate/reservation geometry.,,v23.1.64,Recreation.gov Tailwater East; Coralville USACE page
ia-lead-coralville-tailwater-west-campground,IA,Tailwater West Campground,Johnson / Coralville Dam Complex,existing_lead_update,Modern Campgrounds,official campground proof; coordinate extraction blocked,High,USACE / Recreation.gov,Official facility page proves campground below dam; parsed page has directions/address but no safe campground point.,Coordinate must distinguish west-bank campground from West Overlook and Tailwater East.,Extract facility coordinate/reservation geometry.,,v23.1.64,Recreation.gov Tailwater West; Coralville USACE page
ia-lead-coralville-cottonwood-campground,IA,Cottonwood Campground / Coralville Lake,Johnson / Coralville Lake,coordinate_rescue,Likely Rustic / Primitive or Modern after facility proof,official gateway-listed campground; details blocked,High,USACE / Recreation.gov gateway,"Coralville Recreation.gov gateway lists Cottonwood as a campground/activity component, but facility details/coordinates were not recovered in parsed sources.",Avoid confusing with ND Cottonwood or other Cottonwood campgrounds.,Extract facility page and coordinate; reject if it proves day-use/non-camping.,,v23.1.64,Coralville Recreation.gov gateway
ia-lead-coralville-sandy-beach-campground,IA,Sandy Beach Campground,Johnson / Coralville Lake,existing_lead_update,Modern Campgrounds,official campground proof; coordinate extraction blocked,High,USACE / Recreation.gov,Official Recreation.gov facility proof; no safe parsed lat/lng exposed.,Do not use Sandy Beach day-use/beach/boat ramp points.,Extract facility coordinate from Rec.gov API/map or official campground map.,,v23.1.64,Recreation.gov Sandy Beach; Coralville USACE page
ia-lead-coralville-sugar-bottom-campground,IA,Sugar Bottom Campground,Johnson / Coralville Lake,existing_lead_update,Modern Campgrounds,official campground proof; coordinate extraction blocked,High,USACE / Recreation.gov,Official Recreation.gov facility page proves campground and amenities; no safe parsed lat/lng exposed. Facility address present: 2192 Mehaffey Bridge Rd NE; needs map/imagery/API confirmation before active import.,"Clean add once facility coordinate is map/imagery checked against campground loop, not gateway coordinate.",Extract Recreation.gov facility geometry/RIDB/DevTools or geocode official facility address and imagery-check loop.,,v23.1.64,Recreation.gov Sugar Bottom; Coralville USACE page
ia-lead-wapsipinicon-state-park-campground-coordinate-rescue,IA,Wapsipinicon State Park Campground,Jones,coordinate_rescue,Modern/Rustic by amenities,coordinate_rescue,High,Iowa DNR / ReserveAmerica,DNR current alert confirms campground exists but has midweek closure during road work; exact coordinate not recovered.,Not a reject; temporary roadwork closure only.,Add lead and coordinate-rescue; include temporary closure caveat if integrated before mid-August 2026.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/wapsipinicon-state-park
ia-lead-shimek-state-forest-donnellson-hikein-campsite,IA,Shimek State Forest — Donnellson Unit hike-in campsite,Lee / Shimek State Forest,coordinate_rescue,Boat / Backpack,official_hikein_component_coordinate_rescue,High,Iowa DNR official state forest page / map / GIS needed,Official DNR page proves hike-in campsite but exact point not extracted,Do not pin boat ramp or parking lot,Extract exact hike-in campsite coordinate; add Boat / Backpack row,,v23.1.64,https://www.iowadnr.gov/places-go/state-forests/shimek-state-forest ; DNR page says one hike-in campsite is 0.5 mile from boat ramp parking lot and 0.6 mile from access road
ia-lead-shimek-state-forest-bitternut-white-oak-campgrounds,IA,Shimek State Forest — Bitternut Lake and White Oak campgrounds,Lee / Van Buren / Shimek State Forest,coordinate_rescue,Rustic / Primitive,official_state_forest_component_coordinate_rescue,High,Iowa DNR official state forest page / map / reservation metadata needed,Official DNR page proves named campgrounds; exact coordinates not extracted,Separate rows likely better than one Shimek blob,Extract Bitternut Lake and White Oak campground points; add Rustic rows,,v23.1.64,"https://www.iowadnr.gov/places-go/state-forests/shimek-state-forest ; DNR page says Bitternut Lake has 8 sites and White Oak has 11 sites; main campgrounds have fire rings, water hydrants, pit toilets"
ia-lead-shimek-state-forest-lick-creek-equestrian-campgrounds,IA,Shimek State Forest — Lick Creek Upper/Lower equestrian campgrounds,Lee / Van Buren / Shimek State Forest,coordinate_rescue,Rustic / Primitive,official_state_forest_component_coordinate_rescue,High,Iowa DNR official state forest page / map / reservation metadata needed,Official DNR page proves component; exact campground coordinates not extracted,Do not use forest centroid or unit entrance as campground pin,Extract Upper and Lower equestrian campground coordinates; add Rustic rows if safe,,v23.1.64,"https://www.iowadnr.gov/places-go/state-forests/shimek-state-forest ; DNR page says Lick Creek Unit has two equestrian campgrounds, fire rings, water hydrants, pit toilets, 100% reservable"
ia-lead-morgan-creek-park-campground,IA,Morgan Creek Park Campground,Linn,coordinate_rescue,Modern/Rustic by amenities,coordinate_rescue,High,Linn County Conservation,Official county conservation campground source needed.,Obvious miss.,Extract official coordinate.,,v23.1.63,https://www.linncountyiowa.gov/185/Morgan-Creek-Park
ia-lead-pinicon-ridge-park-campground,IA,Pinicon Ridge Park Campground,Linn,coordinate_rescue,Modern/Rustic by amenities,coordinate_rescue,High,Linn County Conservation,Official county conservation campground source needed.,Obvious Linn County public miss.,Extract official coordinate.,,v23.1.63,https://www.linncountyiowa.gov/186/Pinicon-Ridge-Park
ia-lead-wanatee-park-campground,IA,Wanatee Park Campground,Linn,coordinate_rescue,Modern/Rustic by amenities,coordinate_rescue,High,Linn County Conservation,Official county conservation campground source needed.,Formerly Squaw Creek Park; duplicate-name trap.,Check alternate names and extract coordinate.,,v23.1.63,https://www.linncountyiowa.gov/187/Wanatee-Park
ia-lead-pleasant-creek-state-recreation-area-campground-coordinate-rescue,IA,Pleasant Creek State Recreation Area Campground,Linn / Benton edge,coordinate_rescue,Modern Campgrounds likely,coordinate_rescue,High,Iowa DNR / ReserveAmerica,"DNR page/source family proves campground; alert notes campsites 61-69 closed through Nov. 15, 2026, not full campground closure.",Do not reject due partial closure.,Extract DNR campground map.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/pleasant-creek-state-recreation-area
ia-lead-red-haw-state-park-campground-coordinate-rescue,IA,Red Haw State Park Campground,Lucas,coordinate_rescue,Modern/Rustic by amenities,coordinate_rescue,High,Iowa DNR / ReserveAmerica,DNR listing gives address/reservation source; exact campground coordinate not recovered.,Not a reject; road repair alert only.,Extract coordinate and add closure note if needed.,,v23.1.63,https://www.iowadnr.gov/places-go/state-parks/all-parks/red-haw-state-park
ia-lead-stephens-whitebreast-equestrian-group-camp-components,IA,Stephens State Forest — Whitebreast equestrian campgrounds and group camp,Lucas / Clarke / Stephens State Forest,coordinate_rescue,Rustic / Primitive,official_state_forest_component_coordinate_rescue,High,Iowa DNR official state forest page / map / reservation metadata needed,Official DNR page proves components; exact coordinates not extracted,Separate equestrian components if map supports,Extract Whitebreast campground points; add Rustic rows if safe,,v23.1.64,https://www.iowadnr.gov/places-go/state-forests/stephens-state-forest ; DNR page says Whitebreast has three equestrian campgrounds and one group camp
