id,state,name,countyRegion,leadType,likelyLayer,status,priority,sourceType,coordinateConfidence,blocker,nextAction,relatedActiveOrPendingRecord,lastCheckedVersion,notes
oh-greene-old-town-reserve-primitive-camping,OH,Old Town Reserve Primitive Camping,Greene / Xenia / Little Miami Scenic Trail,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Greene County official,NO HONEST ACTIVE COORDINATE ACCEPTED,MyRec confirms tent-only primitive camping,Add lead; coordinate rescue,,v23.1.71,
oh-v73-john-bryan-coordinate-rescue,OH,John Bryan State Park Campground,Greene / Yellow Springs,coordinate_rescue,Modern or Rustic pending split,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official/source proof exists but exact campsite/campground coordinate is still blocked or medium-only.,Extract ReserveOhio or ODNR GIS.,,v23.1.73,
oh-lead-john-bryan-state-park-campground,OH,John Bryan State Park Campground,Greene County / Yellow Springs,coordinate_rescue,Rustic / Primitive,ODNR campground; coordinate rescue,High,Official ODNR state park/map/reservation source path,NO HONEST IMPORT COORDINATE RECOVERED in accessible tools; official map/reservation/GIS extraction needed.,"Good future active candidate, but not safe to import until campground loop/component coordinate is recovered.","Use normal browser ODNR page/reservation map, ODNR GIS/static map, or georeference official map; add active row only after point lands on campground/component.",NO ACTIVE OH MATCH FOUND in current OH.js unless otherwise noted,v23.1.65,OH_W3 first-pass return. Source/citation text: https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/john-bryan-state-park ; https://ohiodnr.gov/static/documents/parks/parkmaps/johnbryanparkmap.pdf
oh-v73-greene-county-primitive-camping-coordinate-rescue,OH,Greene County primitive camping components,Greene County Little Miami / Creekside corridor,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official/source proof exists but exact campsite/campground coordinate is still blocked or medium-only.,"Extract Greene County map/reservation metadata/agency coordinates for Constitution Park, Jacoby, Narrows, Old Town, Angels Pass, Mill Bridge.",,v23.1.73,
oh-guernsey-salt-fork-state-park-campground-coordinate-rescue,OH,Salt Fork State Park Campground,Guernsey,research_needed,Modern Campgrounds,Research Needed,High,ODNR PDF/table,ODNR camping-table proof; exact coordinate blocked.,Large obvious state-park campground; needs exact pin.,Add lead.,NO ACTIVE IN-LOCK OH ROW FOUND,v23.1.65,OH_W4 first-pass return. Source/citation text: ODNR camping table lists Salt Fork as a southeast-region camping park.
oh-v73-great-parks-and-five-rivers-trail-camping,OH,"Great Parks / Five Rivers group, trailside, and backcountry campsite coordinate rescue",Hamilton / Montgomery / Miami Valley,coordinate_rescue,Rustic / Boat-Backpack,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official/source proof exists but exact campsite/campground coordinate is still blocked or medium-only.,"Georeference official maps, reservation metadata, or agency coordinates; do not use park entrances/parking as campsite pins.",,v23.1.73,
oh-riverbend-recreation-area-campground-coordinate-qa,OH,Riverbend Recreation Area Campground,Hancock / Findlay,correction_candidate,Boat / Backpack,correction_candidate,High,Tourism/ODNR + existing package-local active,NO HONEST ACTIVE COORDINATE ACCEPTED,Current active coordinate may need QA. Don’t delete; verify before moving.,Supervisor coordinate QA,,v23.1.71,
oh-correction-van-buren-state-park-campground,OH,Van Buren State Park Campground,Hancock edge / current active OH baseline,correction_candidate,Modern Campgrounds or Rustic / Primitive after ODNR amenity audit,existing active row needs source/layer enrichment,High,Active app row + ODNR source needed,Existing active app coordinate only; do not treat as newly proofed.,Only active Ohio row found in current repo baseline.,Enrich existing row with official ODNR source and confirm layer/amenities.,MATCHED ACTIVE RECORD s957,v23.1.65,OH_W3 first-pass return. Source/citation text: data/states/OH.js active row s957; add ODNR page/map/reservation source during build.
oh-hardin-county-fairgrounds-camping-public-access-check,OH,Hardin County Fairgrounds Camping,Hardin north/west edge / Kenton,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Fairground/operator partial + coordinate lead,NO HONEST ACTIVE COORDINATE ACCEPTED,Do not import from directory alone,Add lead,,v23.1.71,
oh-v73-harrison-state-forest-campgrounds,OH,Harrison State Forest Ronsheim and Trailriders campgrounds,Harrison,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official/source proof exists but exact campsite/campground coordinate is still blocked or medium-only.,Georeference ODNR forest map/PDF or obtain ODNR GIS points.,,v23.1.73,
oh-harrison-harrison-state-forest-ronsheim-trailriders-campgrounds-coordinate-rescue,OH,Harrison State Forest — Ronsheim Campground and Trailriders Campground,Harrison,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,ODNR / Ohio State Forests,NO HONEST ACTIVE COORDINATE ACCEPTED,Strong southeast/east Ohio miss,"Add lead, likely two component records after coordinate extraction",,v23.1.71,
oh-v73-rocky-fork-coordinate-rescue,OH,Rocky Fork State Park Campground,Highland,coordinate_rescue,Modern Campgrounds,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official/source proof exists but exact campsite/campground coordinate is still blocked or medium-only.,Extract ReserveOhio metadata or georeference official campground PDF.,,v23.1.73,
oh-lead-paint-creek-state-park-campground,OH,Paint Creek State Park Campground,Highland / Ross edge,coordinate_rescue,Modern Campgrounds,ODNR campground; coordinate rescue,High,Official ODNR state park/map/reservation source path,NO HONEST IMPORT COORDINATE RECOVERED in accessible tools; official map/reservation/GIS extraction needed.,"Good future active candidate, but not safe to import until campground loop/component coordinate is recovered.","Use normal browser ODNR page/reservation map, ODNR GIS/static map, or georeference official map; add active row only after point lands on campground/component.",NO ACTIVE OH MATCH FOUND in current OH.js unless otherwise noted,v23.1.65,OH_W3 first-pass return. Source/citation text: https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/paint-creek-state-park ; https://ohiodnr.gov/static/documents/parks/parkmaps/paintcreekparkmap.pdf
oh-v73-paint-creek-component-coordinate-rescue,OH,Paint Creek State Park Campground / Horse Camp Component,Highland / Ross edge,coordinate_rescue,Modern + Rustic components,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official/source proof exists but exact campsite/campground coordinate is still blocked or medium-only.,"Extract ReserveOhio, official campground PDF, ODNR GIS; do not use horse-camp coordinate without source-tied proof.",,v23.1.73,
oh-lead-rocky-fork-state-park-campground,OH,Rocky Fork State Park Campground,Highland County,coordinate_rescue,Modern Campgrounds,ODNR campground; coordinate rescue,High,Official ODNR state park/map/reservation source path,NO HONEST IMPORT COORDINATE RECOVERED in accessible tools; official map/reservation/GIS extraction needed.,"Good future active candidate, but not safe to import until campground loop/component coordinate is recovered.","Use normal browser ODNR page/reservation map, ODNR GIS/static map, or georeference official map; add active row only after point lands on campground/component.",NO ACTIVE OH MATCH FOUND in current OH.js unless otherwise noted,v23.1.65,OH_W3 first-pass return. Source/citation text: https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/rocky-fork-state-park ; https://ohiodnr.gov/static/documents/parks/parkmaps/rockyforkparkmap.pdf
oh-hocking-hocking-hills-state-park-primitive-hikein-campground-coordinate-rescue,OH,Hocking Hills Primitive Hike-in Campground,Hocking,research_needed,Boat / Backpack,Research Needed,High,ODNR reservation system,Official reservation proof found; exact site/area coordinate blocked.,Split from main Hocking Hills campground.,Add lead.,NO ACTIVE IN-LOCK OH ROW FOUND,v23.1.65,OH_W4 first-pass return. Source/citation text: ODNR reservation page separately lists Hocking Hills Primitive Hike-In Campground as tent-only primitive hike-in camping. ([Ohio Department of Natural Resources][13])
oh-hocking-hocking-hills-state-park-main-campground-coordinate-rescue,OH,Hocking Hills State Park Main Campground,Hocking,research_needed,Modern Campgrounds,Research Needed,High,ODNR / reservation system,Official camping proof recovered; exact campground coordinate needs ODNR/ReserveOhio extraction.,Strong state-park lead.,Add lead.,NO ACTIVE IN-LOCK OH ROW FOUND,v23.1.65,"OH_W4 first-pass return. Source/citation text: ODNR reservation page lists full-hookup, electric, and non-electric campground inventory at Hocking Hills; ODNR state camping table confirms Hocking Hills camping. ([Ohio Department of Natural Resources][13])"
oh-hocking-hocking-state-forest-designated-reservation-campsites-coordinate-rescue,OH,Hocking State Forest Designated Campsites / Horse Camp,Hocking State Forest,research_needed,Rustic / Primitive,Research Needed,High,ODNR,Official proof recovered; exact campsite coordinates blocked.,Do not use trailhead or forest centroid.,Add lead.,NO ACTIVE IN-LOCK OH ROW FOUND,v23.1.65,OH_W4 first-pass return. Source/citation text: ODNR says Hocking State Forest campsites are reservation-only and limited to designated areas. ([Ohio Department of Natural Resources][26])
oh-lead-findley-sp-campground-coordinate-rescue,OH,Findley State Park Campground,Huron / Wellington edge,coordinate_rescue,Modern Campgrounds,`official_proof_coordinate_rescue`,High,ODNR official campground/PDF,Official ODNR proof/map; directory coordinate found but needs supervisor acceptance if used.,Huron County is inside lock; good candidate after coordinate rescue.,Add lead.,No active OH match.,v23.1.65,"OH_W1 first-pass return. Source/citation text: ODNR says Findley campground has showers, flush toilets, laundry and dump station; ODNR campground PDF shows campground layout and washhouse/latrine symbols. ([Ohio Department of Natural Resources][9])"
oh-jackson-jackson-lake-state-park-campground-coordinate-rescue,OH,Jackson Lake State Park Campground,Jackson,research_needed,Rustic / Primitive,Research Needed,High,ODNR,Official proof recovered; exact coordinate blocked.,Electric alone is not Modern.,Add lead as Rustic / Primitive unless shower/flush proof appears.,NO ACTIVE IN-LOCK OH ROW FOUND,v23.1.65,OH_W4 first-pass return. Source/citation text: ODNR result says Jackson Lake campground is seasonally open and has 34 sites with 50-amp service. ([Ohio Department of Natural Resources][22])
oh-v73-fernwood-hidden-hollow-coordinate-rescue,OH,Fernwood State Forest Hidden Hollow Campground,Jefferson,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official/source proof exists but exact campsite/campground coordinate is still blocked or medium-only.,Georeference ODNR forest map/PDF or obtain ODNR GIS point.,,v23.1.73,
oh-jefferson-fernwood-state-forest-hidden-hollow-campground-coordinate-rescue,OH,Fernwood State Forest — Hidden Hollow Campground,Jefferson / Bloomingdale area,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,ODNR / Ohio State Forests,NO HONEST ACTIVE COORDINATE ACCEPTED,Good eastern Ohio non-modern lead,Add durable lead,,v23.1.71,
oh-lawrence-wayne-nf-oak-hill-campground,OH,Oak Hill Campground / Pine Knob Loop component,Lawrence / Wayne NF / Lake Vesuvius,correction_candidate,Modern Campgrounds or Rustic / Primitive — preserve existing unless corrected,correction_candidate,High,USDA / USFS,NO HONEST ACTIVE COORDINATE ACCEPTED,Best fix is to update existing Oak Hill record/alias/details rather than add Pine Knob as a second pin,Resolve Pine Knob lead into existing Oak Hill record,,v23.1.71,
oh-lead-indian-lake-state-park-campground,OH,Indian Lake State Park Campground,Logan / Auglaize edge,coordinate_rescue,Modern Campgrounds,ODNR campground; coordinate rescue,High,Official ODNR state park/map/reservation source path,NO HONEST IMPORT COORDINATE RECOVERED in accessible tools; official map/reservation/GIS extraction needed.,"Good future active candidate, but not safe to import until campground loop/component coordinate is recovered.","Use normal browser ODNR page/reservation map, ODNR GIS/static map, or georeference official map; add active row only after point lands on campground/component.",NO ACTIVE OH MATCH FOUND in current OH.js unless otherwise noted,v23.1.65,OH_W3 first-pass return. Source/citation text: https://ohiodnr.gov/go-and-do/plan-a-visit/find-a-property/indian-lake-state-park ; https://ohiodnr.gov/static/documents/parks/parkmaps/indianlakeparkmap.pdf
oh-lead-cannaley-treehouse-village-tent-platforms-schema,OH,Cannaley Treehouse Village / Tent Platforms,Lucas / Oak Openings / Metroparks Toledo,coordinate_rescue,Boat / Backpack or Needs Verification by schema,Overnight facility proven by official Metroparks family; schema unclear,High,Official park district page/reservation source needed,Official page family identifies Cannaley Treehouse Village as featured attraction; exact tent platform/site coordinates and map schema unresolved,Handoff explicitly says return lead if treehouse/cabin/platform schema unclear,Supervisor schema decision; then split into Boat/Backpack/Overnight Facility if allowed,No Cannaley active match found in v23.1.65 snippets/search,v23.1.66,"From OH_W2 next-round closeout. Treehouses, cabins/platform-style overnight facilities; not ordinary campground loop"
oh-lead-maumee-bay-sp-campground-coordinate-rescue,OH,Maumee Bay State Park Campground,Lucas / Oregon / Lake Erie shore,coordinate_rescue,Modern Campgrounds,`official_proof_coordinate_rescue`,High,ODNR official campground/map,Official ODNR proof and map/address found; no safe campground-loop coordinate extracted.,Strong active candidate once coordinate rescued.,Extract ReserveOhio / ODNR map coordinate.,No active OH match.,v23.1.65,OH_W1 first-pass return. Source/citation text: ODNR says the large family campground offers electric and full-hookup sites; ODNR park map gives 1400 State Park Road and shows campground/showerhouse/latrine features. ([Ohio Department of Natural Resources][1])
oh-lead-maumee-river-water-trail-camping-geometry,OH,Maumee River Water Trail / Metroparks-Toledo Camping Geometry Check,Lucas / Wood / Henry / Defiance Maumee River corridor,coordinate_rescue,Boat / Backpack or Boondocking / Dispersed if official sites exist,Area/route lead only,High,Official StoryMaps / Metroparks water trail / ODNR source family,No official campsite coordinate set recovered here; water-trail source path exists,"Area/rule/route opportunity, but current pass did not recover separate official named sites",Extract StoryMap/ArcGIS layers or agency source; add only named official sites,Active Mary Jane Thurston duplicate; Independence Dam candidate separate,v23.1.66,From OH_W2 next-round closeout. Possible official water-trail/canoe camping sites/route context; not proven here as separate points
oh-v73-metroparks-toledo-platforms-and-walkin-camps,OH,Metroparks Toledo platforms and walk-in campground coordinates,Lucas / Wood / Maumee River,coordinate_rescue,Rustic / Boat-Backpack,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official/source proof exists but exact campsite/campground coordinate is still blocked or medium-only.,Georeference official campground/platform maps or reservation metadata; re-open old day-use rejects only where current official camping proof exists.,,v23.1.73,
