id,state,name,countyRegion,leadType,likelyLayer,status,priority,sourceType,coordinateConfidence,blocker,nextAction,relatedActiveOrPendingRecord,lastCheckedVersion,notes
ne-lead-enders-reservoir-primitive-nonpad-areas,NE,Enders Reservoir Primitive / Non-Pad Camping Areas,Chase / Enders,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W5 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Do not pin lake center or dam,Add lead,,v23.1.69,
ne-lead-enders-reservoir-sra-campground-components,NE,Enders Reservoir SRA campground components,Chase / Hitchcock edge,coordinate_rescue,Modern + Rustic / Primitive split,component_coordinate_rescue,High,Nebraska Game & Parks,Official proof; exact component coordinates not safely recovered,"Center Dam name is a trap—pin campground, not dam.",Add lead,,v23.1.68,"NGPC says Enders has Electric Plus, Primitive and Basic campsites, showers, modern restrooms, drinking water, dump/fill station, and campground maps for Area A, Area B, and Center Dam. ([Nebraska Game & Parks Commission][15])"
ne-lead-samuel-r-mckelvie-nf-dispersed-mvum-area,NE,Samuel R. McKelvie NF Dispersed / MVUM Camping Rule Area,Cherry / McKelvie NF,research_needed,Boondocking / Dispersed,Area/GIS extraction lead,High,USFS official,Official rule/source family found; geometry not extracted,Do not fake a forest-center pin,Add durable area-outline lead,,v23.1.68,USFS OHV guidance says dispersed camping depends on MVUM routes that allow camping up to 300 feet off either side; McKelvie page identifies the forest and Steer Creek campground. ([US Forest Service][8])
ne-w8-mckelvie-nf-mvum-dispersed-corridors,NE,Samuel R. McKelvie NF MVUM dispersed camping corridors,Cherry / McKelvie NF,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,NE_W8 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Separate from formal campgrounds and WMA dots.,Add area/rule candidate after route GIS extraction,,v23.1.69,
ne-cottonwood-lake-sra-campground-coordinate-rescue,NE,Cottonwood Lake SRA Campground,Cherry / Merriman,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W4 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Rejected ND Cottonwood rows do not block this NE public SRA,Extract official map/GIS or campground loop coordinate,,v23.1.69,
ne-lead-ne-cherry-cottonwood-lake-sra-primitive-campground,NE,Cottonwood Lake SRA Primitive Campground,Cherry / Merriman,coordinate_rescue,Rustic / Primitive,New active candidate,High,Nebraska Game & Parks,Official proof; exact campground coordinate still needs extraction,"Active candidate proof exists, but no import-safe coordinate was available in the worker return. Address/map/reservation coordinate rescue required.",Add lead if importer requires lat/lon; otherwise active after map snap,,v23.1.68,"NGPC says Cottonwood Lake SRA offers camping; the 2026 fishing guide specifically says Cottonwood Lake SRA has primitive camping, boat ramp, picnic tables and pit toilet. ([Nebraska Game & Parks Commission][12])"
ne-lead-merritt-reservoir-component-campground-extraction,NE,Merritt Reservoir Component Campgrounds,Cherry / Merritt Reservoir,research_needed,Mixed Rustic / Primitive + Modern if proven,Component extraction lead,High,Nebraska Game & Parks / ReserveAmerica,Official map links exist; exact component points blocked,High-value non-modern/remote component work,Add lead,,v23.1.68,"NGPC links campground maps for Beeds Landing, Boardman Creek, Cedar Bay and Willow Cove; ReserveAmerica says 8 campgrounds exist. ([Nebraska Game & Parks Commission][6])"
ne-lead-ne-cherry-valentine-city-park-campground,NE,Valentine City Park Campground,Cherry / Valentine,coordinate_rescue,Rustic / Primitive,New active candidate,High,Official tourism / city-linked local source,Official tourism proof; coordinate needs city/map confirmation,"Active candidate proof exists, but no import-safe coordinate was available in the worker return. Address/map/reservation coordinate rescue required.",Add active after coordinate snap,,v23.1.68,"Visit Valentine says Valentine City Park is open year-round and offers camping, restrooms with free hot showers, fishing and trails. ([Visit Valentine][20])"
ne-w8-coffee-mill-road-702-dispersed,NE,Coffee Mill Road 702 dispersed camping,Dawes / Pine Ridge,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,NE_W8 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Good named Pine Ridge dispersed area.,Add area/rule candidate with MVUM support,,v23.1.69,
ne-w8-east-ash-dispersed-camping,NE,East Ash dispersed camping area,Dawes / Pine Ridge,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,NE_W8 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Do not pin the trailhead as campsite.,Add area/rule candidate with MVUM support,,v23.1.69,
ne-w8-pine-ridge-rd-mvum-dispersed-corridors,NE,Pine Ridge Ranger District MVUM dispersed camping corridors,Dawes / Sioux / Pine Ridge,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,NE_W8 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Key Pine Ridge boondocking geometry item.,Add area/rule candidate after route GIS extraction,,v23.1.69,
ne-lead-johnson-lake-sra-component-split,NE,Johnson Lake SRA Main / Basic Component Split,Dawson / Gosper,coordinate_rescue,Modern + Rustic / Primitive,coordinate_rescue,High,NE_W5 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Active broad row should not end the split work,Add lead,,v23.1.69,
ne-lead-fremont-lakes-primitive-basic-component-extraction,NE,Fremont Lakes Primitive / Basic Campground Components,Dodge / Fremont,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W6 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Useful non-modern split,Add durable lead,,v23.1.69,
ne-lead-ne-w8-dead-timber-sra,NE,Dead Timber SRA,Dodge / Scribner,coordinate_rescue,Rustic / Primitive,Official proof strong; coordinate rescue needed,High,Official state,Official NGPC address/page,"Active candidate proof exists, but no import-safe coordinate was available in the worker return. Address/map/reservation coordinate rescue required.",Add after coordinate rescue,,v23.1.68,NGPC lists 17 electric campsites with drinking water and primitive restrooms; four primitive sites are not available due to flood damage. ([Nebraska Game & Parks Commission][19])
ne-burt-dead-timber-sra-campground,NE,Dead Timber SRA Campground,Dodge/Burt edge / Scribner,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W6 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Add active only for current electric campground; hold primitive sites closed,Add active after coordinate snap; add closure note,,v23.1.69,
ne-lead-two-rivers-whitetail-equestrian-campground,NE,Two Rivers Whitetail Equestrian Campground,Douglas / Two Rivers SRA,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W6 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Good non-modern component,Add lead,,v23.1.69,
ne-lead-douglas-valley-city-park-camping-pads-coordinate-rescue,NE,Valley City Park Camping Pads,Douglas / Valley,coordinate_rescue,Rustic / Primitive or Modern after amenity proof,coordinate_rescue,High,NE_W7 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Adjacent obvious city-pad miss found during control search,Add lead,,v23.1.69,
ne-rock-creek-lake-sra-basic-campground-coordinate-rescue,NE,Rock Creek Lake SRA Basic Campground,Dundy / Rock Creek Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W4 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official proof clean; coordinate still needed,Extract official map/GIS,,v23.1.69,
ne-lead-ne-w8-lone-star-nrd,NE,Lone Star Recreation Area,Fillmore edge / Ohiowa,coordinate_rescue,Rustic / Primitive,Official NRD proof strong,High,Official NRD,Little Blue NRD official page; coordinate needed,"Active candidate proof exists, but no import-safe coordinate was available in the worker return. Address/map/reservation coordinate rescue required.",Add after coordinate rescue,,v23.1.68,"Little Blue NRD lists 19 electrical camper pads, restrooms, storm shelters, water wells, camping, trails, swimming beach. ([Little Blue NRD][47])"
ne-lead-medicine-creek-basic-campsite-components,NE,Medicine Creek SRA Basic Campsite Components,Frontier / Cambridge,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W5 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Do not let electric campground row erase Basic sites,Add lead,,v23.1.69,
ne-lead-medicine-creek-sra-campground-components,NE,Medicine Creek SRA campground components,Frontier / Cambridge,coordinate_rescue,Modern + Rustic / Primitive split,component_coordinate_rescue,High,Nebraska Game & Parks,Official proof; component coordinates not safely recovered,High-value component lead,Add lead,,v23.1.68,"NGPC says Medicine Creek has Electric Plus, Electric and Basic camping, 72 electrical pads, 34 Basic campsites in several campgrounds, modern restrooms, showers, dump/fill station, vault toilets, and campground maps for Shady Bay, U Bay, and Trail 12. ([Nebraska Game & Parks Commission][13])"
ne-lead-red-willow-basic-primitive-component-split,NE,Red Willow SRA Basic / Primitive Components,Frontier / Red Willow,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W5 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Component split needed before exact rustic pins,Add lead,,v23.1.69,
ne-lead-ne-w8-rockford-lake-sra,NE,Rockford Lake SRA,Gage / Beatrice,coordinate_rescue,Rustic / Primitive,Official proof strong; coordinate rescue needed,High,Official state,Official NGPC address/page; coordinate needed,"Active candidate proof exists, but no import-safe coordinate was available in the worker return. Address/map/reservation coordinate rescue required.",Add after coordinate rescue,,v23.1.68,"NGPC says Rockford has 30 electric pads, 2 non-electric pads, 40 non-pad no-electric sites, water/vault toilets, no showers, no modern restrooms, no dump station. ([Nebraska Game & Parks Commission][13])"
ne-gage-rockford-lake-sra-campground,NE,Rockford Lake SRA Campground,Gage / Beatrice area,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W6 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Layer should stay Rustic/Primitive,Add active after coordinate snap,,v23.1.69,
ne-lead-johnson-lake-sra-campground-components,NE,Johnson Lake SRA campground components,Gosper / Elwood-Lexington,coordinate_rescue,Modern + Rustic / Primitive split,component_coordinate_rescue,High,Nebraska Game & Parks / ReserveAmerica,Official campground proof + reservation GPS for general SRA; component split needed,"Good add, but import should avoid one broad lake/SRA point if components are map-visible",Add lead; promote after component coordinate rescue,,v23.1.68,"NGPC says Johnson Lake offers Electric Plus, Electric and Basic sites with modern restrooms, dump/fill station, shower house, picnic tables and fire rings; ReserveAmerica gives general SRA GPS 40.68472, -99.82972. ([Nebraska Game & Parks Commission][12])"
ne-lead-harlan-gremlin-cove-basic-camping,NE,Gremlin Cove Park Basic Camping,Harlan / Harlan County Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W5 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Gremlin Cove shelter is not the campground record; avoid shelter-only pin,Add lead; promote after georeference,,v23.1.69,
ne-lead-harlan-north-outlet-basic-camping,NE,North Outlet Park Basic Camping,Harlan / Harlan County Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W5 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Not a dam/outlet/boat-ramp pin,Add lead; promote after coordinate extraction,,v23.1.69,
ne-lead-harlan-south-outlet-basic-camping,NE,South Outlet Park Basic Camping,Harlan / Harlan County Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W5 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Not an outlet/dam/boat-ramp proxy,Add lead; promote after coordinate extraction,,v23.1.69,
ne-lead-harlan-north-south-outlet-camping-components,NE,North & South Outlet / Harlan County Lake,Harlan / Harlan County Lake outlet,coordinate_rescue,Rustic / Primitive likely,lead_coordinate_rescue,High,USACE official,USACE seasonal campground-open proof; details/coordinates missing,Do not use dam/outlet spillway as pin,Add lead,,v23.1.68,"USACE Harlan page lists Gremlin Cove, North Outlet, and South Outlet campground open seasons from May 15 to Sept. 15. ([nwk.usace.army.mil][11])"
ne-lead-harlan-gremlin-cove-shelter-camping-status,NE,Gremlin Cove Shelter / Harlan County Lake,Harlan / Republican City,coordinate_rescue,Rustic / Primitive or group shelter,lead_status_coordinate_rescue,High,Recreation.gov / USACE,Recreation.gov proof; shelter/camping status needs import policy decision,"Might be a shelter reservation, not a campground. Needs final policy call.",Add lead,,v23.1.68,"Recreation.gov identifies Gremlin Cove Shelter at Harlan County Lake; USACE says Gremlin Cove opens seasonally, but Recreation.gov gateway treats Gremlin Cove Shelter separately from Hunter/Methodist campgrounds. ([Recreation.gov][10])"
ne-lead-swanson-reservoir-sra-campground-components,NE,Swanson Reservoir SRA campground components,Hitchcock / Trenton,coordinate_rescue,Modern + Rustic / Primitive split likely,component_coordinate_rescue,High,Nebraska Game & Parks,Official proof; exact camping component details/coordinates not fully recovered,Good reservoir lead; avoid beach/lake-center fake pins,Add lead,,v23.1.68,"NGPC says Swanson Reservoir SRA has abundant campgrounds, sandy beaches, camping, boating, and access to the Republican River. ([Nebraska Game & Parks Commission][16])"
ne-lead-ne-holt-atkinson-mill-race-park-campground,NE,Atkinson Mill Race Park Campground,Holt / Atkinson,coordinate_rescue,Rustic / Primitive,New active candidate,High,City official,Official city address/proof; coordinate needs final snap,"Active candidate proof exists, but no import-safe coordinate was available in the worker return. Address/map/reservation coordinate rescue required.",Add active after coordinate snap,,v23.1.68,"Atkinson says Mill Race Park & Campground is open year-round at 47450 877th Rd with RV and tent campsites, RV $20/night and tent $10/night. ([atkinsonne.com][17])"
ne-lead-ne-w8-rock-creek-station-equestrian,NE,Rock Creek Station horse camp,Jefferson / Fairbury,coordinate_rescue,Rustic / Primitive,Strong lead; exact split coordinate needed,High,Official state / reservation,ReserveAmerica/NGPC confirms horse camp; exact campground map needed,Non-modern/equestrian priority,Add lead,,v23.1.68,Horse camping area with marked trails and water for campers/horses confirmed. ([Nebraska State Parks][15])
ne-lead-rock-creek-station-equestrian-campground-extraction,NE,Rock Creek Station Equestrian Campground,Jefferson / Rock Creek Station,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W6 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,High-value horse-camp component,Add lead; promote after map extraction,,v23.1.69,
ne-lead-ne-w8-buckley-creek-nrd,NE,Buckley Creek Recreation Area,Jefferson/Thayer edge / Reynolds,coordinate_rescue,Rustic / Primitive,Official NRD proof strong,High,Official NRD,Little Blue NRD official page; coordinate needed,"Active candidate proof exists, but no import-safe coordinate was available in the worker return. Address/map/reservation coordinate rescue required.",Add after coordinate rescue,,v23.1.68,Little Blue NRD lists camper hookups and plenty of tent camping at Buckley Creek. ([Little Blue NRD][47])
ne-w8-lake-mcconaughy-cedar-view-beach-camping,NE,Lake McConaughy Cedar View designated beach camping area,Keith / Lake McConaughy,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,NE_W8 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Separate from Shoreline Road zones.,Add area/rule candidate,,v23.1.69,
ne-lake-mcconaughy-otter-creek-campground-coordinate-rescue,NE,Lake McConaughy Otter Creek Campground,Keith / Lake McConaughy,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W4 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,"Need campground-side point, not marina/ramp",Extract official map/GIS or reservation metadata,,v23.1.69,
ne-w8-lake-mcconaughy-shoreline-road-beach-camping,NE,Lake McConaughy Shoreline Road designated beach camping zones,Keith / Lake McConaughy,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,NE_W8 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,This is the honest replacement for vague “free camping around lake” wording.,Add area/rule candidate,,v23.1.69,
ne-lake-mcconaughy-spring-park-campground-coordinate-rescue,NE,Lake McConaughy Spring Park Campground,Keith / Lake McConaughy,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,NE_W4 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Good non-modern add after coordinate rescue,Extract official map/GIS or reservation metadata,,v23.1.69,
ne-lead-lake-mcconaughy-official-campground-and-beach-zone-splits,NE,Lake McConaughy official campgrounds and beach zones,Keith / Ogallala,research_needed,Modern Campgrounds + Rustic / Primitive + area-rule,Official proof; component geometry needed,High,Nebraska Game & Parks official,Official page proof; campground/zone points not extracted,This is a major western Nebraska camping system; do not let one vague Point 21 pin represent it,Add detailed component/area lead,,v23.1.68,"NGPC lists Martin Bay, Little Thunder, Lone Eagle, Sandy Beach, Cedar View, Spring Park, Otter Creek, Shoreline Road beach camping, and Cedar View beach camping. ([Nebraska Game & Parks Commission][18])"
ne-lead-lake-ogallala-east-west-campground-split,NE,Lake Ogallala SRA East and West Campgrounds,Keith / Ogallala,coordinate_rescue,Modern Campgrounds + Rustic / Primitive,Official component proof; coordinate extraction needed,High,Nebraska Game & Parks official,Official page proof; no component coordinates extracted,West Campground is a non-modern-ish Basic component and should not be swallowed by the East modern campground,Add component-split lead,,v23.1.68,NGPC says Lake Ogallala East has 82 Electric Plus sites and West has 100 Basic sites with primitive restrooms/water nearby. ([Nebraska Game & Parks Commission][17])
