id,state,name,countyRegion,leadType,likelyLayer,status,priority,sourceType,coordinateConfidence,blocker,nextAction,relatedActiveOrPendingRecord,lastCheckedVersion,notes
mn-lead-brown-lake-hanska-county-park-campground,MN,Lake Hanska County Park Campground,Brown County,official_proof_followup,Modern Campgrounds,official county campground candidate,High,County official,Official Brown County page/PDF; exact campground point from county map/GIS needed,Strong active candidate.,Coordinate rescue; duplicate check.,,v23.1.57,Worker 3 MN Southwest / I-90 Prairie / Blue Earth River. Original final action: ADD ACTIVE CANDIDATE. Active duplicate check in worker return: REPO CHECK BLOCKED.
mn-lead-correction-jay-cooke-duplicate-source-layer-cleanup,MN,Jay Cooke State Park / Jay Cooke State Park Campground duplicate-source cleanup,Carlton / Jay Cooke State Park,official_proof_followup,"Modern Campgrounds likely, but verify via official DNR page/reservation source",duplicate_cleanup / source_enrichment_needed,High,Active file audit; official DNR source needed before correction.,Existing app has two old records with different coordinates and weak/legacy source text.,"Do not delete blindly. Confirm current official DNR campground coordinate, amenities, and whether one broad state-park row should become Info/Reference or be removed as duplicate.",Official DNR/reservation source rescue; keep one campground record with honest coordinate/layer and close the duplicate appropriately.,,v23.1.57,Worker 5 MN Northeast / Arrowhead / Superior NF / North Shore. Original final action: MOVE / CORRECTION CANDIDATE. Active duplicate check in worker return: MATCHED ACTIVE RECORDS — s1097 and s442 appear duplicative/superseding within Carlton County..
mn-lead-pillsbury-state-forest-dispersed-rule-area,MN,Pillsbury State Forest dispersed camping rule-area geometry,Cass County,gis_extraction / area_outline_followup,Boondocking / Dispersed,area_outline_followup,High,MN DNR official rules + GeoPDF,Official DNR rule plus GeoPDF; no honest area pin selected,Need official boundary and exclusions.,Extract DNR GIS and build forest-specific area/rule marker or polygon lead.,,v23.1.57,Worker 4 MN Central / North-Central / Chippewa Lakes. Original final action: ADD TO data/leads.js. Active duplicate check in worker return: NO ACTIVE AREA/RULE ROW FOUND; s877 is Info only.
mn-lead-bliss-point-resort-rv-park-coordinate-rescue,MN,Bliss Point Resort RV Park,Cass County / Lake Kitchi / Pennington-Cass Lake area,coordinate_or_promotion_rescue,Private Campgrounds,Private RV park proof; coordinate needed,High,Operator / ExploreMN,No usable coordinate recovered,Do not use PO Box.,Add coordinate-rescue lead.,None found,v23.1.60-ledger,"Amenities/access: RV park at resort Source: Operator says family resort & RV park; ExploreMN has only PO Box, not usable coordinate. ([Bliss Point Resort][36]) Coordinate rescue attempts: PO Box is not coordinate evidence. Need physical address/GIS/map."
mn-lead-trails-rv-park-coordinate-rescue,MN,Trails RV Park,Cass County / Walker,coordinate_or_promotion_rescue,Private Campgrounds,Private public-facing RV park proof; coordinate needed,High,Operator + ExploreMN,Address found; no usable coordinate recovered,Good private candidate.,Add coordinate-rescue lead.,None found,v23.1.60-ledger,Amenities/access: 84 full-hookup sites; showers/laundry/pool/store Source: Operator/ExploreMN list full-service RV park with 84 full-hookup sites and address. ([Trails RV Park][37]) Coordinate rescue attempts: Address found; coordinate not recovered.
mn-lead-cut-foot-horse-camp-coordinate-rescue,MN,Cut Foot Horse Camp,Chippewa NF / Deer River-Cut Foot Sioux / Itasca County,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,USFS official page,Official USFS page proves horse camp but no lat/lng in accessible text,Do not use visitor center or trailhead proxy.,"Extract official map/site map, Recreation.gov metadata, or USFS GIS coordinate.",,v23.1.57,Worker 4 MN Central / North-Central / Chippewa Lakes. Original final action: ADD TO data/leads.js. Active duplicate check in worker return: NO ACTIVE ROW FOUND.
mn-lead-buffalo-river-state-park-campground-layer-coordinate-rescue,MN,Buffalo River State Park Campground,Clay County / Glyndon,coordinate_rescue,Needs Verification,`official_camping_confirmed_layer_coordinate_needed`,High,Minnesota DNR official virtual tour,DNR confirms campground/electric sites; shower/bathhouse proof not recovered in accessible source.,Electric alone is not Modern. Need DNR map/reservation amenities before layer decision.,Check active duplicate; verify showers/modern restroom; extract DNR coordinate.,,v23.1.57,Worker 1 MN Northwest / Red River / Detroit Lakes. Original final action: EXTERNAL ACCESS REQUIRED. Active duplicate check in worker return: BLOCKED.
mn-lead-mn-bulldog-w2-itasca-state-park-campground-components-coordinate-rescue,MN,Itasca State Park backpack / cart-in / group / remaining camping components,Clearwater / Hubbard / Becker edge,coordinate_or_promotion_rescue,Boat / Backpack / Rustic / Primitive split pending,remaining_component_coordinate_extraction_after_bear_paw_pine_ridge_active,High,Official DNR / secondary discovery,DNR official state park source should be used; no safe component coordinate recovered in this pass,"Bear Paw and Pine Ridge drive-in campgrounds were promoted in v23.1.61; remaining backpack, cart-in, group, and other components still need official DNR/reservation/GIS coordinate extraction.","Extract DNR/ReserveMN/GIS coordinates for Itasca backpack, cart-in, group, and any other non-drive-in camping components; do not duplicate Bear Paw or Pine Ridge active records.",No lead match found,v23.1.60-ledger,Residual component lead only. Bear Paw and Pine Ridge campground records are active as of v23.1.61; this row remains for official DNR component extraction.
mn-lead-cascade-river-state-park-campground-split,MN,Cascade River State Park Campground,Cook,coordinate_or_promotion_rescue,Modern Campgrounds,coordinate_rescue,High,State/DNR + tourism,DNR/ExploreMN proof; exact component coordinates not safely recovered,Distinct from active SNF rustic record,Add lead; split,No exact lead found,v23.1.60-ledger,"Amenities/access: State park drive-in/backpack/group Source: DNR/Explore Minnesota identify Cascade River State Park camping; campground descriptions list 40 drive-in sites, electric/non-electric, backpack and group sites, showers, flush toilets, dump station. ([MN DNR][25]) Coordinate rescue attempts: Need DNR map/reservation point extraction"
mn-lead-grand-marais-recreation-area-coordinate-rescue,MN,Grand Marais Recreation Area exact-coordinate rescue,Cook,area_geometry_or_coordinate_rescue,Modern Campgrounds,coordinate_rescue,High,City official,Official city address/maps but no safe coordinate extracted in this pass,I would not import without a checked point because this includes marina/park/ballfield areas,"Coordinate rescue, then active add",No exact lead found,v23.1.60-ledger,Amenities/access: Large municipal campground Source: Same as Grand Marais row above; campground is undeniably valid but exact pin should be set from map/geocode. ([Rec Park][16]) Coordinate rescue attempts: Address recovered
mn-lead-temperance-river-state-park-campground-split,MN,Temperance River State Park — Upper/Lower/cart-in campgrounds,Cook,coordinate_or_promotion_rescue,Modern Campgrounds,coordinate_rescue,High,State/DNR + tourism,DNR/ExploreMN proof; exact component coordinates not safely recovered,Do not confuse with Superior NF Temperance River Campground,Add lead; split,No exact lead found,v23.1.60-ledger,"Amenities/access: Upper electric/modern, lower non-electric, cart-in Source: DNR confirms camping/lodging; Explore Minnesota and North Shore sources identify upper/lower campground structure, electric sites, hot showers, flush/vault toilets, and cart-in sites. ([MN DNR][24]) Coordinate rescue attempts: Need DNR map/reservation coordinate extraction"
mn-lead-superior-nf-backcountry-exact-site-extraction,MN,Superior NF backcountry campsite exact-site extraction,Cook / Lake / St. Louis,gis_extraction / area_outline_followup,Boat / Backpack,gis_extraction_needed,High,USDA Forest Service official recreation pages / GIS follow-up,No new coordinates recommended. Existing active records use official system/facility coordinates; exact individual site points require official GIS/map extraction.,This is not an add-everything pass; it is a cleanup lead to replace system dots with official exact points where available.,"Use USFS EDW/IVM, recreation feature services, downloadable GIS, or ranger-district geospatial maps to recover individual campsite points.",,v23.1.57,"Worker 5 MN Northeast / Arrowhead / Superior NF / North Shore. Original final action: ADD TO data/leads.js. Active duplicate check in worker return: Partial duplicate: active MN already contains multiple Superior NF system records, including Bearskin, Ball Club, Big Lake, Ham Lake, Ojibway/Triangle, Harriet, Kawishiwi, Section 29, etc.."
mn-lead-superior-nf-non-bwca-dispersed-area-geometry,MN,Superior National Forest non-BWCA dispersed camping area geometry,Cook / Lake / St. Louis / Carlton edge where Superior NF lands occur outside BWCAW,gis_extraction / area_outline_followup,Boondocking / Dispersed,area_outline_followup / gis_extraction_needed,High,USDA Forest Service official camping rules,"No point recommended. Official rule exists, but legal/useful map record needs forest boundary + BWCAW/exclusion overlay and MVUM/access context.","High-value area lead, but don’t drop a fake forest centroid. Needs GIS/area work.","Extract Superior NF administrative boundary, BWCAW boundary/exclusions, and current access/MVUM constraints; create honest area/rule marker or polygon-ready lead.",,v23.1.57,Worker 5 MN Northeast / Arrowhead / Superior NF / North Shore. Original final action: ADD TO data/leads.js. Active duplicate check in worker return: No broad Superior NF dispersed Area/rule marker observed in fetched active MN chunks; active file already has many exact/rustic/backcountry system records..
mn-lead-northeast-state-forest-dispersed-geometry,MN,Northeast MN state forest dispersed-camping geometry / exclusion overlay,Cook / Lake / St. Louis / Koochiching / Carlton / Pine / Kanabec state forest lands,gis_extraction / area_outline_followup,Boondocking / Dispersed,area_outline_followup / gis_extraction_needed,High,Minnesota DNR official dispersed camping rules + DNR GIS/maps needed,"No point recommended. Official DNR rule supports state-forest dispersed camping, but exclusions and non-BWCA polygons must be extracted.","Do not add a broad centroid. Needs official DNR land/state forest boundaries, BWCAW exclusions, roads/access, and posted closures.",Use DNR Recreation Compass/GIS/state-forest maps to build polygon-ready lead or honest approximate Area/rule marker candidates.,,v23.1.57,Worker 5 MN Northeast / Arrowhead / Superior NF / North Shore. Original final action: ADD TO data/leads.js. Active duplicate check in worker return: Partial active overlap only: Rum River/Game Refuge Road is active as a community-supported point; Willow River Campground active. No broad NE state forest dispersed-geometry lead observed..
mn-lead-crow-wing-state-park-campground-coordinate-rescue,MN,Crow Wing State Park campground,Crow Wing County / Brainerd,coordinate_or_promotion_rescue,Modern Campgrounds,Official/state tourism campground proof; coordinate needed,High,DNR / ExploreMN,Address exists; no campground-loop coordinate recovered,Do not use park entrance/office unless campground loop is verified.,Add coordinate-rescue lead.,None found,v23.1.60-ledger,"Amenities/access: 59 sites; electric; flush toilets; hot showers; dump station Source: Explore Minnesota lists 59 campsites, electric, flush toilets, hot showers, dump station, and state park address. ([Explore Minnesota][20]) Coordinate rescue attempts: Address found; no honest campground-loop lat/lng recovered."
mn-lead-camp-holiday-resort-campground-coordinate-rescue,MN,Camp Holiday Resort & Campground,Crow Wing County / Deerwood,coordinate_or_promotion_rescue,Private Campgrounds,Private public-facing campground proof; coordinate needed,High,Operator + ExploreMN,Address found; no usable coordinate recovered,Should promote once address-geocode/imagery lands on camping area.,Add coordinate-rescue lead.,None found,v23.1.60-ledger,"Amenities/access: 40 campsites; full hookup/water-electric/primitive tent; resort amenities Source: Operator/ExploreMN list 40 campsites, including RV/trailer and tent sites, address, and campground amenities. ([Camp Holiday][32]) Coordinate rescue attempts: Address found; no coordinate recovered from accessible source."
mn-lead-birch-bay-rv-resort-coordinate-rescue,MN,Birch Bay RV Resort,Crow Wing County / Nisswa,coordinate_or_promotion_rescue,Private Campgrounds,Private public-facing RV resort proof; coordinate needed,High,Operator + chamber/ExploreMN,Address found; no usable coordinate recovered,Good private candidate.,Add coordinate-rescue lead.,None found,v23.1.60-ledger,Amenities/access: RV resort; overnight campsites Source: Operator says overnight campsites; chamber/ExploreMN gives address. ([Birch Bay RV Resort][33]) Coordinate rescue attempts: Address found; coordinate not recovered.
mn-lead-rollie-johnson-whitefish-island-campsites-coordinate-rescue,MN,Rollie Johnson Natural and Recreational Area island campsites,Crow Wing County / Upper Whitefish Lake,area_geometry_or_coordinate_rescue,Boat / Backpack,Official county island camping proof; coordinates needed,High,Official county,No exact campsite/island coordinate recovered,"Good boat/backpack candidate, but not active-safe yet.",Add coordinate-rescue lead.,None found,v23.1.60-ledger,Amenities/access: 12 designated campsites; island/water access context Source: Crow Wing County says camping is allowed only on 12 designated first-come sites. ([Crow Wing County][19]) Coordinate rescue attempts: Brochure/GIS extraction needed; do not use island centroid.
mn-lead-mn-douglas-chippewa-park-campground-coordinate-rescue,MN,Chippewa Park Campground,Douglas / Brandon,coordinate_or_promotion_rescue,Rustic / Primitive,Research Needed,High,Official county + tourism,Official address/proof recovered; no safe numeric coordinate recovered.,Strong lead; layer likely Rustic/Primitive unless shower proof appears.,Add lead; coordinate rescue.,No exact match,v23.1.60-ledger,"Amenities/access: 14 sites, electric on 12, modern restroom context; shower proof not found. Source: Douglas County confirms 14 overnight camping spots; ExploreMN says 14 sites, 12 with electric, 2 tent only; modern restroom facility is noted by Explore Alex. ([Douglas County][36]) Coordinate rescue attempts: Checked county address, tourism, GPS searches; no safe numeric campground coordinate recovered."
mn-lead-lake-carlos-state-park-campground-coordinate-rescue,MN,Lake Carlos State Park campground system,Douglas / Lake Carlos / Alexandria area,coordinate_rescue,Modern Campgrounds plus possible Boat / Backpack or group/rustic split,coordinate_rescue / component_split,High,Minnesota DNR official page / reservation / GIS needed,NO HONEST CAMPGROUND-UNIT COORDINATES FOUND,"Do not use lake center, park entrance, beach, or visitor/office coordinate.",Extract official DNR campground-unit coordinates and decide layer by amenities/access.,,v23.1.57,Worker 2 MN West-Central / Prairie Lakes / Upper MN River. Original final action: ADD TO data/leads.js. Active duplicate check in worker return: No exact active MN match found in v23.1.55 ZIP.
mn-lead-faribault-pihls-park-campground-official-proof,MN,Pihl’s Park / Faribault County Park,Faribault County,coordinate_rescue,Modern Campgrounds / Rustic,official-proof-needed / coordinate_rescue,High,County map + non-final third-party leads,"Search found non-official campground directories and county map reference, but no accessible county park page with camping details during this pass","Do not import from Good Sam/Hipcamp. This is a lead, not active proof.","Future worker: find Faribault County official Pihl’s Park camping page, ordinance, board doc, or call county.",,v23.1.57,Worker 3 MN Southwest / I-90 Prairie / Blue Earth River. Original final action: ADD TO data/leads.js. Active duplicate check in worker return: REPO CHECK BLOCKED.
mn-lead-fillmore-county-fair-campground-coordinate-rescue,MN,Fillmore County Fair Campground,Fillmore,coordinate_or_promotion_rescue,Modern Campgrounds,coordinate_rescue,High,Official fairground,Official fairground camping proof; exact campground coordinate not safely recovered,Good public non-event camping candidate,Add lead; coordinate rescue,No exact lead found,v23.1.60-ledger,"Amenities/access: Fairground public camping; electric/showers/dump Source: Fillmore County Fair says the campground has 50 first-come campsites with electric hookups, showers, dump station, and pay-on-arrival/drop box process. ([fillmorecountyfair.com][13]) Coordinate rescue attempts: Fairgrounds address recovered, but exact campground loop point still needs map/geocode check"
mn-lead-myre-big-island-state-park-campground-coordinate-rescue,MN,Myre-Big Island State Park Campgrounds,Freeborn County / Albert Lea,coordinate_or_promotion_rescue,Modern Campgrounds,Official DNR page found; campground detail/coordinates need extraction,High,Official DNR,DNR park page located; exact camping inventory not recovered from snippet,Obvious state park gap in Freeborn corridor,Extract DNR reservation/GIS/map data,No lead match found by name,v23.1.60-ledger,Amenities/access: State park camping likely but must verify current inventory and component coordinates Source: https://www.dnr.state.mn.us/state_parks/park.html?id=spk00244 — DNR park page; further reservation/GIS extraction needed for campground components. Coordinate rescue attempts: DNR page searched; current campground components not captured in accessible snippet
mn-lead-tipsinah-mounds-park-campground,MN,Tipsinah Mounds Park Campground,Grant County / Elbow Lake,coordinate_rescue,Modern Campgrounds,`official_city_campground_confirmed_coordinate_needed`,High,City of Elbow Lake official page + Explore Minnesota,City gives address and amenities; exact coordinate not extracted here.,Clean public campground candidate after coordinate/duplicate check.,Extract official/city map coordinate; add if absent.,,v23.1.57,Worker 1 MN Northwest / Red River / Detroit Lakes. Original final action: EXTERNAL ACCESS REQUIRED. Active duplicate check in worker return: BLOCKED.
mn-lead-huntersville-crow-wing-shell-watercraft-campsites,MN,Huntersville / Crow Wing River and Shell River watercraft campsite extraction,Huntersville State Forest / Crow Wing-Shell River corridor,coordinate_rescue,Boat / Backpack,official_geopdf_coordinate_extraction_needed,High,MN DNR official GeoPDF/map,Official DNR GeoPDF shows watercraft campsite symbols and water trail context; exact points not extracted,Need exact official points before active Boat/Backpack records; do not use landings as campsites.,Georeference map or pull DNR watercraft campsite GIS layer.,,v23.1.57,Worker 4 MN Central / North-Central / Chippewa Lakes. Original final action: ADD TO data/leads.js. Active duplicate check in worker return: NO ACTIVE ROW FOUND.
mn-lead-huntersville-landing-campground-geopdf-coordinate-rescue,MN,Huntersville Landing Campground,Huntersville State Forest / Wadena County,coordinate_rescue,Rustic / Primitive,official_geopdf_coordinate_extraction_needed,High,MN DNR official GeoPDF/map,Official DNR GeoPDF proof; exact coordinate not extracted,High-value rustic add after coordinate extraction.,Georeference DNR GeoPDF or extract DNR GIS point.,,v23.1.57,Worker 4 MN Central / North-Central / Chippewa Lakes. Original final action: ADD TO data/leads.js. Active duplicate check in worker return: NO ACTIVE ROW FOUND.
mn-lead-shell-city-horse-campground-geopdf-coordinate-rescue,MN,Shell City Horse Campground,Huntersville State Forest / Wadena County,coordinate_rescue,Rustic / Primitive,official_geopdf_coordinate_extraction_needed,High,MN DNR official GeoPDF/map,Official DNR GeoPDF proof; exact coordinate not extracted,Coordinate extraction needed.,Georeference DNR GeoPDF or extract DNR GIS point.,,v23.1.57,Worker 4 MN Central / North-Central / Chippewa Lakes. Original final action: ADD TO data/leads.js. Active duplicate check in worker return: NO ACTIVE ROW FOUND.
mn-lead-shell-city-landing-campground-geopdf-coordinate-rescue,MN,Shell City Landing Campground,Huntersville State Forest / Wadena County,coordinate_rescue,Rustic / Primitive,official_geopdf_coordinate_extraction_needed,High,MN DNR official GeoPDF/map,Official DNR GeoPDF proof; exact coordinate not extracted,Coordinate extraction needed.,Georeference DNR GeoPDF or extract DNR GIS point.,,v23.1.57,Worker 4 MN Central / North-Central / Chippewa Lakes. Original final action: ADD TO data/leads.js. Active duplicate check in worker return: NO ACTIVE ROW FOUND.
mn-lead-jackson-anderson-park-campground-coordinate-rescue,MN,Anderson Park Campground,Jackson County,coordinate_or_promotion_rescue,Modern Campgrounds,Official county proof; coordinate rescue needed,High,Official county,Official address found; exact coordinate not extracted,Do not import one vague Jackson County system row,Geocode/map-check official park address and add as individual active candidate,MATCHED EXISTING Jackson County system lead; split required,v23.1.60-ledger,Amenities/access: 36-unit campground; 20/30/50 amp; dump station; flush toilets Source: https://www.co.jackson.mn.us/index.asp?SEC=CBAA789F-E922-4F35-91DE-FA80CF48715F — county says five parks include overnight camping and reservations; Anderson page gives 71816 475th Ave and separate source says 36-unit campground with electric hookups/flush toilets. Coordinate rescue attempts: Official address searched; no text-coordinate recovered
