id,state,name,countyRegion,leadType,likelyLayer,status,priority,sourceType,coordinateConfidence,blocker,nextAction,relatedActiveOrPendingRecord,lastCheckedVersion,notes
mt-v73-cmr-component-camping-area-extraction,MT,CMR Slippery Ann / Jones Island / Rock Creek Boat Launch camping areas,Charles M. Russell NWR,geometry_extraction,Rustic / Primitive / Boondocking / Boat-Backpack,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official proof exists but exact component geometry or current-runtime duplicate check is blocked.,Extract FWS refuge road/library map or GIS points; viewing-area coordinates are not campsite coordinates.,,v23.1.73,
mt-lead-upper-missouri-river-breaks-river-campsite-point-extraction,MT,Upper Missouri River Breaks river campsites and shelter components,Chouteau / Fergus / Blaine / Phillips / Upper Missouri River,coordinate_rescue,Boat / Backpack / Boondocking / Dispersed,coordinate_rescue,High,BLM official plan-your-visit page,NO HONEST ACTIVE COORDINATE ACCEPTED,Do not duplicate existing broad UMRB marker; this is component upgrade lead.,Extract BLM campsite/shelter/launch geometry and add discrete Boat / Backpack or rustic records where exact.,,v23.1.71,
mt-lead-umbr-dispersed-rule-area,MT,Upper Missouri River Breaks / Upper Missouri National Wild & Scenic River dispersed camping rule area,Chouteau / Fergus / Blaine / Phillips corridor,area / rule lead,Boondocking / Dispersed,area_outline_followup,High,BLM official + prior MT worker returns,No coordinate,Needs official GIS/area representation; do not fake boundary,Extract BLM Monument / river-corridor GIS or use clearly labeled approximate area marker,"Related to Coal Banks, Judith Landing, James Kipp, Wood Bottom, boat camps",v23.1.54-historical-backfill,Good durable lead so workers stop rediscovering broad corridor camping language without a geometry plan.
mt-verify-judith-landing-state-park-camping-status,MT,Judith Landing State Park / BLM Judith Landing camping status,Chouteau / Fergus / Judith-Missouri confluence,needs_verification,Rustic / Primitive or Boat / Backpack after proof,needs_verification,High,BLM official UMRB plan + FWP/source acquisition needed,NO HONEST ACTIVE COORDINATE ACCEPTED,Do not use launch/landing alone as campsite pin.,"Verify public overnight status; add, lead, or reject.",,v23.1.71,
mt-lead-cmr-nwr-access-campground-component-extraction,MT,CMR NWR named campground/access-site component extraction,Fergus / Petroleum / Garfield / McCone / Valley / Phillips,coordinate_rescue,Boondocking / Dispersed / Rustic / Primitive,coordinate_rescue,High,FWS official rules/policies,NO HONEST ACTIVE COORDINATE ACCEPTED,"This is an upgrade to existing broad marker, not another point.",Extract campground/access points and route/boundary geometry.,,v23.1.71,
mt-lead-flathead-nf-dispersed-mvum-rule-area,MT,Flathead National Forest dispersed camping / MVUM rule area,Flathead NF geography-wide,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,Official USFS,NO HONEST ACTIVE COORDINATE ACCEPTED,"This is real, but the correct model is area/rule/geometry, not a fake dot.",Add lead for future area-outline/MVUM extraction.,,v23.1.71,
mt-lead-cmr-nwr-backcountry-rule-area,MT,Charles M. Russell NWR backcountry / dispersed camping rule area,Fort Peck / Missouri River refuge corridor,area / rule lead,Boondocking / Dispersed,approximate_area_pin_candidate,High,FWS official + prior MT worker returns,No coordinate,Needs official area geometry or honest approximate rule marker,Extract refuge boundary / allowed-use geometry; do not pin HQ or lake centroid,Related to CMR NWR and UL Bend Wilderness,v23.1.54-historical-backfill,"This is a strong area-rule lead, not a single campsite."
mt-lead-crooked-creek-fort-peck-campground-coordinate-rescue,MT,Crooked Creek Recreation Area / Campground,Fort Peck Lake / CMR NWR corridor,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,FWS official CMR rules/policies + USACE extraction needed,NO HONEST ACTIVE COORDINATE ACCEPTED,Official camping-area name but coordinate/service proof blocked.,Extract official coordinate and amenity/service level.,,v23.1.71,
mt-lead-devils-creek-fort-peck-campground-coordinate-rescue,MT,Devils Creek Recreation Area / Campground,Fort Peck Lake / CMR NWR corridor,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,FWS official CMR rules/policies + USACE extraction needed,NO HONEST ACTIVE COORDINATE ACCEPTED,Official source points to real camping area; no fake dot.,Extract coordinate and service data.,,v23.1.71,
mt-lead-fourchette-bay-fort-peck-campground-coordinate-rescue,MT,Fourchette Bay / Forchette Bay Recreation Area Campground,Fort Peck Lake / CMR NWR corridor,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,FWS official CMR rules/policies + USACE extraction needed,NO HONEST ACTIVE COORDINATE ACCEPTED,Good lead; official list proves the name family but not import-safe point.,Resolve spelling and coordinate.,,v23.1.71,
mt-lead-mcguire-creek-fort-peck-campground-coordinate-rescue,MT,McGuire Creek Recreation Area / Campground,Fort Peck Lake / CMR NWR corridor,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,FWS official CMR rules/policies + USACE extraction needed,NO HONEST ACTIVE COORDINATE ACCEPTED,"Real name surfaced by official source, but no safe coordinate.",Extract official coordinate and amenity proof.,,v23.1.71,
mt-lead-nelson-creek-fort-peck-campground-coordinate-rescue,MT,Nelson Creek Recreation Area / Campground,Fort Peck Lake / CMR NWR corridor,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,FWS official CMR rules/policies + USACE extraction needed,NO HONEST ACTIVE COORDINATE ACCEPTED,Real name surfaced by official FWS camping-area list.,Extract official coordinate and amenity proof.,,v23.1.71,
mt-lead-rock-creek-fort-peck-campground-coordinate-rescue,MT,Rock Creek Recreation Area / Campground,Fort Peck Lake / CMR NWR corridor,coordinate_rescue,Rustic / Primitive / Private Campgrounds after proof,coordinate_rescue,High,FWS official CMR rules/policies + Recreation.gov gateway supporting context,NO HONEST ACTIVE COORDINATE ACCEPTED,Possible wrong-feature trap if only marina; keep as coordinate/proof lead.,Separate campground from marina; add or reject after source split.,,v23.1.71,
mt-v73-hell-creek-duplicate-current-runtime-check,MT,Hell Creek State Park / Recreation Area campground duplicate/runtime check,Fort Peck Lake / Hell Creek Arm,geometry_extraction,Rustic / Primitive / Boondocking / Boat-Backpack,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official proof exists but exact component geometry or current-runtime duplicate check is blocked.,Recheck against current MT 218+ runtime before import; likely already handled in newer package.,,v23.1.73,
mt-lead-fort-peck-usace-rec-system-gis,MT,Fort Peck / USACE recreation-area system GIS and overnight-proof extraction,Fort Peck Lake / Missouri River Country,gis_extraction_needed / coordinate_rescue,Rustic / Primitive / Modern / Boat / Backpack by site,gis_extraction_needed,High,USACE maps/GIS / Recreation.gov / official image map,NO HONEST EXACT PIN,"Prior Fort Peck pass found image-based USACE map with 27 recreation areas, but exact campground coordinates/overnight status were not extractable.",Acquire USACE GIS/metadata or georeference official map; confirm named overnight camping areas before active site adds; reject day-use shelters/ramps.,Some active MT records; blocked Fort Peck/USACE leads held out per manifest,v23.1.54-historical-backfill,Source-system blocker; do not use dam/lake center.
mt-lead-the-pines-recreation-area-campground-coordinate-rescue,MT,The Pines Recreation Area Campground,Fort Peck Lake / Valley-McCone edge,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Recreation.gov official Fort Peck Project facility page,NO HONEST ACTIVE COORDINATE ACCEPTED,Real campground; should not disappear because coordinate is blocked.,Coordinate rescue then add Rustic / Primitive.,,v23.1.71,
mt-lead-custer-gallatin-dispersed-mvum-yellowstone-gallatin-corridor,MT,Custer-Gallatin NF dispersed camping / MVUM area-rule review — Yellowstone-Gallatin corridor,Gallatin / Park / Sweet Grass west / Yellowstone edge outside YNP,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,USFS official dispersed rules/MVUM/GIS,NO HONEST ACTIVE COORDINATE ACCEPTED,High-value non-modern opportunity but not safe as a fake dot.,Add durable area/geometry lead.,,v23.1.71,
mt-glacier-np-interior-campgrounds,MT,Glacier National Park interior campgrounds,Glacier NP interior,out_of_scope_future_lead,"Rustic / Primitive / Modern, varies",future_lead,High,NPS / outside worker lock,NO HONEST ACTIVE COORDINATE ACCEPTED,"Out of scope by assignment, not disproven.",Park for future Glacier/NPS worker only.,,v23.1.71,
mt-lead-madison-river-fas-camping-rule-gis-review,MT,Madison River FWP Fishing Access Sites camping eligibility review,Madison / Gallatin / Madison River corridor,coordinate_rescue,Rustic / Primitive or Boondocking / Dispersed depending site-specific FWP rules,coordinate_rescue,High,FWP official FishMT/GIS follow-up,NO HONEST ACTIVE COORDINATE ACCEPTED,Important because FAS boat ramps and river pullouts are a known fake-dot trap.,Create durable source-system lead; extract each FAS only when camping=yes and coordinate is official.,,v23.1.71,
mt-future-beavertail-hill-state-park-campground,MT,Beavertail Hill State Park Campground,Missoula County / Clark Fork corridor west of assigned lock,out_of_scope_future_lead,Modern Campgrounds or Rustic / Primitive after service review,future_lead,High,Official Montana FWP,NO HONEST ACTIVE COORDINATE ACCEPTED,Parked only because it sits outside the assigned southwest lock.,Assign to western Montana/Missoula-Clark Fork worker.,,v23.1.71,
mt-future-brush-lake-state-park-campground,MT,Brush Lake State Park campground,Sheridan / northeast Montana,out_of_scope_future_lead,Rustic / Primitive or Modern after proof,future_lead,High,FWP/state park source family via public discovery,NO HONEST ACTIVE COORDINATE ACCEPTED,"One-line source context only, per scope-control rule.",Assign to eastern/Hi-Line/northeast MT worker if needed.,,v23.1.71,
mt-lead-fwp-fas-camping-gis-extraction,MT,Montana FWP Fishing Access Site camping GIS/detail extraction system,Statewide / worker-scoped FWP FAS sets,gis_extraction_needed / source_system_blocker,Rustic / Primitive / Boat / Backpack by access,gis_extraction_needed,High,Montana FWP FAS detail/API/GIS,NO HONEST EXACT PIN,Prior MT workers repeatedly found FWP FAS camping status/coordinates inaccessible in static text; named leads include Carter Ferry and Pelican Point.,"Use FWP API/GIS/detail pages to confirm camping flag, coordinates, fee/stay rules, and access type; add only named FAS records with official camping proof.",Some FWP records active from MT exact batches; many held out,v23.1.54-historical-backfill,This is not one campsite; it is a recurring source-system extraction task.
mt-v73-fort-peck-usace-component-coordinate-rescue,MT,Fort Peck USACE primitive campground components,"The Pines, Crooked Creek, Devil’s Creek, Fourchette Bay, McGuire Creek, Nelson Creek, Duck Creek COE, Bone Trail, Flat Lake, Round House Point, Floodplain",geometry_extraction,Rustic / Primitive / Boondocking / Boat-Backpack,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official proof exists but exact component geometry or current-runtime duplicate check is blocked.,"Use USACE Fort Peck map/GIS/RIDB/Recreation.gov metadata; do not use bay, shelter, aircraft landing-zone, or boat-ramp proxies.",,v23.1.73,
mt-lead-ul-bend-wilderness-backcountry-geometry,MT,UL Bend Wilderness backcountry camping geometry,UL Bend Wilderness / CMR complex,area_outline_followup / gis_extraction_needed,Boat / Backpack / Boondocking by access/rule,gis_extraction_needed,High,USFWS/Wilderness boundary GIS / official rules,NO HONEST EXACT PIN,Prior Missouri River Country work flagged UL Bend Wilderness backcountry camping as an explicit area/rule candidate.,Extract wilderness boundary and official backcountry rules; determine layer by access and rule wording.,,v23.1.54-historical-backfill,Do not use wilderness centroid as campsite.
mt-v73-umbr-boat-camps-hole-slaughter,MT,Upper Missouri River Breaks Hole-in-the-Wall and Slaughter River shelter/camp components,Upper Missouri River Breaks,geometry_extraction,Rustic / Primitive / Boondocking / Boat-Backpack,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official proof exists but exact component geometry or current-runtime duplicate check is blocked.,Extract BLM boater guide PDF/GIS/river-mile campsite table; do not add unnamed map-visible dots.,,v23.1.73,
mt-lead-upper-missouri-breaks-blm-corridor,MT,Upper Missouri River Breaks BLM dispersed river-corridor camping rule marker,Upper Missouri River Breaks National Monument / river corridor,area_outline_followup / gis_extraction_needed,Boondocking / Dispersed / Boat / Backpack by access,gis_extraction_needed,High,BLM river corridor rules / monument boundary / GIS,AREA/RULE MARKER ONLY,Prior work: BLM dispersed river-corridor camping is allowed on public land; exact campsite pin is not appropriate without official geometry.,Create broad corridor/rule marker or future line/polygon using official BLM geometry; keep formal BLM sites like Coal Banks/Judith/James Kipp separate as coordinate rescues if needed.,,v23.1.54-historical-backfill,"Water corridor, not a random river midpoint."
mt-lead-umbr-boat-camps-geometry,MT,Upper Missouri developed / primitive boat camps geometry upgrade,Upper Missouri corridor,GIS / coordinate rescue,Boat / Backpack,gis_extraction_needed,High,BLM official + prior MT worker returns,No coordinate,"Named boat camps exist, but exact point extraction incomplete","Extract official BLM boater-guide map/GIS for Little Sandy, Eagle Creek, Hole-in-the-Wall, Slaughter River, Evans Bend, The Wall, and related primitive boat camps",Related to Upper Missouri boat-access system,v23.1.54-historical-backfill,Keep as one geometry-extraction lead unless future file schema requires one lead per boat camp.
mt-lead-fort-peck-project-primitive-campground-component-extraction,MT,Fort Peck Project primitive campground component extraction,Valley / McCone / Garfield / Fort Peck Lake,coordinate_rescue,Rustic / Primitive / Boat / Backpack,coordinate_rescue,High,Recreation.gov Fort Peck Project gateway + FWS CMR rules list,NO HONEST ACTIVE COORDINATE ACCEPTED,This is the main blocked gap; do not collapse Fort Peck Lake into one pin.,Extract official USACE/RIDB/Recreation.gov component points; then promote each campground/recreation area separately.,,v23.1.71,
wy-black-hills-nf-campgrounds-encountered,WY,Wyoming-side Black Hills NF campgrounds encountered,Bearlodge / Cook Lake / Reuter / Sundance Horse Camp,out_of_scope_future_lead,Rustic / Primitive,future_lead,High,Official USFS list pages,NO HONEST ACTIVE COORDINATE ACCEPTED,Do not let W1 leak into Wyoming.,Future WY/Black Hills pass only.,,v23.1.70,
mt-lead-custer-gallatin-yellowstone-dispersed-area-marker,MT,Custer Gallatin NF Yellowstone-country dispersed camping area/rule marker,Custer Gallatin NF / Yellowstone-country edge,area_outline_followup / correction_candidate,Boondocking / Dispersed,area_outline_followup,Medium-High,USFS dispersed rules / MVUM / forest boundary GIS,NO HONEST EXACT PIN,"Prior follow-up lead says this should be an area/rule marker, not a campsite pin; West Fork Denny Creek row was flagged for correction.",Check active MT for West Fork Denny Creek or broad CGNF row; convert inappropriate point record to area/rule marker; extract MVUM/ownership geometry.,Possible active or held MT row,v23.1.54-historical-backfill,Duplicate/correction risk high.
25,,,,coordinate_rescue,,coordinate_rescue,Medium,MT_W1 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
1,,,,out_of_scope_future_lead,,future_lead,Medium,KY_W8 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
9,,,,coordinate_rescue,,coordinate_rescue,Medium,OH_W4 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
6,,,,coordinate_rescue,,coordinate_rescue,Medium,OH_W4 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
22,,,,ledger_update,,existing_lead_update,Medium,OH_W5 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
8,,,,coordinate_rescue,,coordinate_rescue,Medium,OH_W5 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
2,,,,needs_verification,,needs_verification,Medium,KY_W7 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
5,,,,coordinate_rescue,,coordinate_rescue,Medium,KY_W8 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
19,,,,coordinate_rescue,,coordinate_rescue,Medium,KY_W7 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
3,,,,area_geometry_extraction,,area_geometry_extraction,Medium,KY_W8 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
0,,,,area_geometry_extraction,,area_geometry_extraction,Medium,KY_W7 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
32,,,,coordinate_rescue,,coordinate_rescue,Medium,KY_W8 v23.1.71 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Coordinate/proof/geometry incomplete.,Resolve with official map/GIS/reservation metadata/agency contact.,,v23.1.71,
mo-beaver-creek-bull-shoals,,Beaver Creek Park,Bull Shoals Lake / Missouri side,future_lead,Modern Campgrounds,future_lead,Medium,Official USACE,Official USACE coordinate / high,out of scope; Named in handoff but not Arkansas-side.; Park for Missouri only,Future Missouri/Bull Shoals work only.,,v23.1.75,No
mo-buck-creek-bull-shoals,,Buck Creek Park,Bull Shoals Lake / Missouri side,future_lead,Modern Campgrounds,future_lead,Medium,Official USACE,Official USACE coordinate / high,out of scope; Named in handoff but not Arkansas-side.; Park for Missouri only,Future Missouri/Bull Shoals work only.,,v23.1.75,No
mo-tecumseh-park-norfork,,Tecumseh Park,Norfork Lake / Missouri side,future_lead,Rustic / Primitive,future_lead,Medium,Official USACE,Official USACE coordinate / high,out of scope; Out of scope.; Park for Missouri only,Future Missouri/Norfork work only.,,v23.1.75,No
mo-udall-park-norfork,,Udall Park,Norfork Lake / Missouri side,future_lead,Rustic / Primitive,future_lead,Medium,Official USACE,Official USACE coordinate / high,out of scope; Out of scope.; Park for Missouri only,Future Missouri/Norfork work only.,,v23.1.75,No
co-lead-clear-creek-reservoir-proof,CO,Clear Creek Reservoir Campground,Chaffee County / Clear Creek Reservoir area,proof_rescue,Needs Verification,agency_contact_needed,Medium,Prior CO Modern-subtype audit,Unknown,Prior audit could not prove from accessible official sources; repo unavailable here,Verify managing agency and whether exact campground/camping opportunity has official proof; agency contact if still blocked,Possible active CO record,v23.1.54-historical-backfill,"Keep as unresolved proof item, not a closure."
co-lead-hornsilver-campground-layer-audit,CO,Hornsilver Campground,Eagle County / Holy Cross area,layer_correction_candidate,Needs Verification,needs_supervisor_review,Medium,Prior CO Modern-subtype audit,Unknown,Prior note is truncated after “Hornsilver Campground → MOVE”; destination layer not recoverable here,Recover full CO audit output or re-check official source path; determine correct layer/status,Possible active CO record,v23.1.54-historical-backfill,Needs follow-up because the available prior note proves there was an issue but not the final correction.
co-lead-pingree-park-proof,CO,Pingree Park,Larimer County / Pingree Park area,proof_rescue / target-type review,Needs Verification,needs_supervisor_review,Medium,Prior CO Modern-subtype audit,Unknown,Official proof/source role unclear; repo unavailable here,"Determine whether this is an actual public camping record, institutional/site reference, or wrong-feature trap",Possible active CO record,v23.1.54-historical-backfill,Do not treat broad area/institutional name as campsite without source-backed campground point.
co-lead-antero-reservoir-south-shore-proof,CO,Antero Reservoir South Shore Campground,Park County / Antero Reservoir,proof_rescue,Needs Verification,agency_contact_needed,Medium,Prior CO Modern-subtype audit,Unknown,Prior audit could not prove from accessible official sources; repo unavailable here,"Check active CO record, managing agency, reservation/source pages, GIS/PDF maps, and county/state reservoir pages; agency contact if still blocked",Possible active CO record,v23.1.54-historical-backfill,Do not import or keep as verified until official proof is recovered.
co-lead-lone-duck-campground-proof,CO,Lone Duck Campground,Pikes Peak / Colorado Springs region,proof_rescue / target-type review,Needs Verification,needs_supervisor_review,Medium,Prior CO Modern-subtype audit,Unknown,Official-source proof not recovered in prior audit; target eligibility may be unclear if private/commercial,"Confirm whether this belongs in the project at all; if private ordinary campground, reject; if public/officially relevant, verify source and layer",Possible active CO record,v23.1.54-historical-backfill,Strong candidate for reject if it proves to be ordinary private campground with no project reason.
mt-lead-southwest-mt-fairgrounds-public-camping-status-review,MT,Southwest Montana county/city fairgrounds public camping status review,Bozeman / Livingston / Butte / Anaconda / Dillon / Deer Lodge / Philipsburg / Big Timber edge,coordinate_rescue,"Modern Campgrounds or Private/Local, if ordinary public camping is proven",coordinate_rescue,Medium,County/city/fairgrounds operator follow-up,NO HONEST ACTIVE COORDINATE ACCEPTED,Needs verification because event-only fairground camping is a known bad import trap.,Keep as durable source-family lead; only add individual fairgrounds where official non-event public camping is proven.,,v23.1.71,
mt-lead-fwp-duck-creek-fas,MT,Duck Creek FAS,CMR NWR / Fort Peck area,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Medium,Prior MT worker return + FWS/FWP mention,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS; confirm whether FAS itself allows camping,Related to USACE Duck Creek Recreation Area,v23.1.54-historical-backfill,Duplicate risk with Duck Creek Recreation Area.
mt-lead-fwp-rock-creek-fas,MT,Rock Creek FAS,CMR NWR / Fort Peck east side,FWP FAS coordinate/camping rescue,Rustic / Primitive,gis_extraction_needed,Medium,Prior MT worker return + FWS/FWP mention,No coordinate,Need FishMT/FWP detail proving camping and exact coordinate,Open FishMT detail/API/GIS; confirm whether FAS itself allows camping,Related to CMR / USACE Rock Creek Recreation Area,v23.1.54-historical-backfill,Duplicate risk with USACE Rock Creek Recreation Area.
mt-lead-ul-bend-wilderness-camping-area,MT,UL Bend Wilderness camping-permitted area,CMR NWR / UL Bend,area / rule lead,Boat / Backpack,approximate_area_pin_candidate,Medium,FWS official + prior MT worker returns,No coordinate,Needs wilderness polygon or safe area marker,Use official FWS/refuge wilderness boundary; mark non-motorized/non-mechanized,Related to CMR NWR area lead,v23.1.54-historical-backfill,Separate from broader CMR because access/mobility rules differ.
mt-lead-cg-sioux-ekalaka-hills,MT,Ekalaka Hills Land Unit dispersed camping,Carter County / Ekalaka area,area / rule lead,Boondocking / Dispersed,approximate_area_pin_candidate,Medium,USFS official + prior MT scope notes,No coordinate,Needs official land-unit geometry,Extract USFS unit boundary or honest approximate marker,Related to Ekalaka Park Campground / MacNab Pond,v23.1.54-historical-backfill,"Useful as a dispersed-area lead, separate from developed campground rows."
