id,state,name,countyRegion,leadType,likelyLayer,status,priority,sourceType,coordinateConfidence,blocker,nextAction,relatedActiveOrPendingRecord,lastCheckedVersion,notes
ky-lead-lbl-gis-zip-camping-extraction,KY,Land Between the Lakes camping GIS/ZIP extraction,LBL / Kentucky-Tennessee border,gis_extraction_needed / external_access_required,Boondocking / Dispersed / Rustic / Boat-Backpack by unit,external_access_required,High,LBL official GIS/ZIP/download maps / reservation metadata,NO HONEST EXACT PIN,KY manifest notes LBL ZIP/GIS remained held for external GIS/API extraction.,"Acquire LBL official GIS/ZIP/download data; separate formal campgrounds, backcountry/dispersed zones, and water-access sites by layer.",Held per KY v23.1.39 manifest note,v23.1.54-historical-backfill,Cross-state; do not let KY-only worker import TN-side records incorrectly. Cross-state KY/TN lead; keep Kentucky-side scope clear during follow-up.
ky-lead-lbl-backcountry-basic-dispersed-mvum-geometry,KY,LBL Backcountry / Basic Camping Areas / Dispersed Permit Areas,LBL / Trigg / Lyon,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,Official USDA/LBL,NO HONEST ACTIVE COORDINATE ACCEPTED,This is probably the biggest non-modern miss in west KY,Extract MVUM/official camping polygons or create honest area/rule markers,,v23.1.71,
ky-v73-lbl-recreation-sites-zip-external-access,KY,LBL Recreation Sites ZIP extraction,Land Between the Lakes KY side,gis_extraction,Mixed LBL campground/backcountry layers,external_access_required,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official LBL proof is strong but official GIS/ZIP or georeferenced map extraction is still required for component points/polygons.,Fetch/extract LBL Recreation Sites ZIP with normal browser/QGIS/GDAL or georeference official LBL North/South recreation maps.,,v23.1.73,
ky-w8-holly-bay-walk-in-primitive-split,KY,Holly Bay walk-in primitive tent sites,Laurel River Lake / Laurel,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official USFS,NO HONEST ACTIVE COORDINATE ACCEPTED,Main Holly Bay row is Modern; this is a non-modern component split.,Add lead for component split,,v23.1.71,
ky-lead-mammoth-cave-green-nolin-river-corridor,KY,Mammoth Cave Green River / Nolin River riverside and island camping corridor,Mammoth Cave NP / Green and Nolin Rivers,area_outline_followup / external_access_required,Boat / Backpack,external_access_required,High,NPS backcountry/river camping rules / GIS / official maps,NO HONEST EXACT PIN,Prior KY NPS geometry pass surfaced riverside/island camping corridor but exact site POIs remained blocked/external-access.,Acquire NPS GIS/backcountry permit maps and river-corridor site data; map as corridor/Boat-Backpack only if overnight camping zones are official.,None known; KY active 57 per manifest,v23.1.54-historical-backfill,Do not use river midpoint or visitor center.
ky-lead-west-kentucky-wma-designated-primitive-camp-coordinate-rescue,KY,West Kentucky WMA Designated Camping Site,McCracken / Ballard / Graves area,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official KDFWR,NO HONEST ACTIVE COORDINATE ACCEPTED,Strong non-modern candidate,Coordinate rescue,,v23.1.71,
ky-v73-west-kentucky-wma-ramp-camping-status-conflict,KY,West Kentucky WMA Ramp camping-status conflict,McCracken / West Kentucky WMA,geometry_extraction,Rustic / Primitive,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official camping proof exists but exact designated-site geometry is not safely recovered.,Clarify with KDFWR or official WMA map whether ramp is same designated site or separate camping-access record.,,v23.1.73,
ky-lead-peabody-wma-designated-fishing-access-camping-geometry,KY,Peabody WMA Designated Lake/Access Camping Sites,Muhlenberg / Ohio / Hopkins west,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,Official KDFWR,NO HONEST ACTIVE COORDINATE ACCEPTED,"Valuable boondocking/dispersed-style rescue, but not point-ready",Geometry/site extraction,,v23.1.71,
ky-v73-peabody-wma-other-camping-access-sites-batch,KY,Peabody WMA other camping-allowed access sites batch,Ohio / Muhlenberg / Hopkins / Peabody WMA,geometry_extraction,Rustic / Primitive,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official camping proof exists but exact designated-site geometry is not safely recovered.,Scrape all KDFWR ASID detail pages and split Camping: Year Round / Seasonal / None before mass import.,,v23.1.73,
ky-w8-natural-bridge-state-park-component-split,KY,Natural Bridge State Resort Park component split,Powell / Natural Bridge,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official Kentucky State Parks / ReserveAmerica,NO HONEST ACTIVE COORDINATE ACCEPTED,Do not add duplicate main park.,Add component-split lead only,,v23.1.71,
ky-w8-red-river-gorge-backcountry-restriction-cleanup,KY,Red River Gorge backcountry/dispersed camping restriction language,Powell / Wolfe / Menifee,correction_candidate,Boondocking / Dispersed,correction_candidate,High,Official USFS,NO HONEST ACTIVE COORDINATE ACCEPTED,"This is a cleanup, not a new random gorge pin.",Update existing popup/source language,,v23.1.71,
ky-lead-lbl-turkey-bay-ohv-camping-coordinate-rescue,KY,Turkey Bay OHV Camping Area,Trigg / LBL,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official USDA/LBL,NO HONEST ACTIVE COORDINATE ACCEPTED,Strong non-modern LBL candidate,Extract designated camping area geometry/point,,v23.1.71,
ky-lead-higginson-henry-wma-designated-camping-coordinate-rescue,KY,Higginson-Henry WMA Designated Camping,Union,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official KDFWR,NO HONEST ACTIVE COORDINATE ACCEPTED,Western KY non-modern candidate,Coordinate rescue,,v23.1.71,
ky-v73-higginson-henry-wma-lake-mauzy-designated-sites,KY,Higginson-Henry WMA / Lake Mauzy designated campsites geometry,Union / Higginson-Henry WMA,geometry_extraction,Rustic / Primitive,coordinate_rescue,High,v23.1.72 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official camping proof exists but exact designated-site geometry is not safely recovered.,Georeference official KDFWR PDF or extract WMA Explorer/ArcGIS campsite point layer; do not use pier/ramp coordinates.,,v23.1.73,
LBL-OFFICIAL-REC-SITES-GEOMETRY-EXTRACTION,KY/TN,Land Between the Lakes official recreation-site / campground geometry,LBL / Kentucky-Tennessee,blocked_geometry_extraction,Needs Verification,external_access_required,High,Official LBL / USDA map resources,GEOMETRY BLOCKED / no import-safe coordinate recovered,"Official LBL georeferenced maps/MVUM availability found, but recreation-site coordinates were not extracted.","Use external GIS/QGIS/Avenza GeoPDF extraction, official LBL/USFS recreation-site data request, or ReserveTN/devtools metadata if accessible.",,v23.1.82,
tn-v74-norris-dam-renovation-check,TN,Norris Dam State Park East/West + Andrews Ridge backcountry,Anderson / Campbell / Norris Lake,coordinate_rescue,Modern / Boat / Backpack,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official proof exists but East/West campgrounds had renovation closure caveat.,Confirm reopening status and extract campground/backcountry coordinates.,,v23.1.74,
tn-w8-birdsong-resort-campground,TN,Birdsong Resort Marina and Campground,Benton / Camden-Kentucky Lake,coordinate_rescue,Private Campgrounds,coordinate_rescue,High,Operator,Operator map/address needed,Operator proof strong; coordinate spot-check needed; Strong private/operator candidate.; Need campground/RV area coordinate separate from marina slips,Add coordinate-rescue lead,,v23.1.78,No v23.1.78 update: Worker 4 confirmed operator proof but RV/wilderness camping geometry needs map/aerial extraction.
tn-w8-nathan-bedford-forrest-backcountry-closure-watch,TN,Nathan Bedford Forrest State Park backcountry + closed campground watch,Benton / Eva-Kentucky Lake,coordinate_rescue,Boat / Backpack + closure watch,coordinate_rescue,High,Official Tennessee State Parks,State park page/reservation metadata needed,Official proof from prior pass; current source check still needed; Do not add closed standard campgrounds as active.; Need state park/reservation source and backcountry site coordinates,Add lead; verify current state page,,v23.1.78,Yes v23.1.78 update: Worker 4 confirmed standard campground closure watch and backcountry geometry lead; closure guardrail added.
tn-v74-east-tn-state-parks-coordinate-rescue,TN,East Tennessee state park campground coordinate bundle,Big Ridge / Panther Creek / Roan Mountain / Warriors Path,coordinate_rescue,Modern Campgrounds,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official state park proof exists but campground coordinates not extracted in Worker 5.,Use TN State Parks/Reserve TN maps and metadata; promote individually after exact or defensible campground coordinates.,,v23.1.74,
tn-w8-carroll-county-1000-acre-lake-camping,TN,Carroll County 1000 Acre Recreational Lake camping,Carroll / Huntingdon,needs_verification,Needs Verification,needs_verification,High,Official city/county + third-party lead,County/city page + third-party camping lead conflict,"Official local pages confirm lake/recreation, but camping proof still dirty; Do not import based only on lake/boat/beach address.; Need county fee/reservation page or agency confirmation",Verify with county/lake office,,v23.1.75,Optional
tn-v74-catoosa-designated-camping-areas,TN,Catoosa WMA designated / hunter camping areas,Catoosa WMA,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official camping is restricted/unclear; public status and exact areas unresolved.,TWRA area manager/map check; do not promote unrestricted boondocking from community reports only.,,v23.1.74,
tn-v74-middle-tn-state-parks-coordinate-rescue,TN,Middle Tennessee state park campground bundle,Cedars of Lebanon / Bledsoe Creek / Edgar Evins / Rock Island / Henry Horton / Old Stone Fort,coordinate_rescue,Modern / Boat / Backpack components,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official state park proof exists but exact campground/component coordinates blocked.,Use TN State Parks/Reserve TN maps and metadata; split hammock/backcountry/primitive components where present.,,v23.1.74,
tn-lead-centerhill-cane-hollow-drivein-primitive-site-coordinate-rescue,TN,Center Hill Primitive Camping — Cane Hollow Sites 3A/3B/3C,Center Hill Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official federal / Recreation.gov,Official campsite page; no GPS in opened text,Official drive-in primitive component; exact coordinate blocked; Split from broad Center Hill primitive system if coordinates recovered; Need campsite metadata/API or official map georeference,Coordinate rescue,,v23.1.75,Yes
tn-lead-centerhill-primitive-sites-site-coordinate-extraction,TN,Center Hill Lake Primitive Camping Areas,Center Hill Lake / DeKalb / White / Putnam,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,Official federal / Recreation.gov,Official facility/site pages; GPS blocked or map-image dependent,"Official primitive system; campsite coords not exposed in opened text; Do not use Center Hill Dam coordinate; Site pages expose access type but the opened text did not expose numeric GPS; use Rec.gov API/devtools, site-map image georeference, or agency coordinate request",Keep as lead; exact extraction needed,,v23.1.75,Yes
tn-v74-young-branch-horse-camp-status-check,TN,Young Branch Horse Camp,Cherokee NF / Citico Creek,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official USFS coordinate exists but page had temporary-closure/open-year-round conflict.,Confirm current USFS status before active import.,,v23.1.74,
tn-v74-mcnabb-group-camp-closure-watch,TN,McNabb Group Camp,Cherokee NF / North River,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official group camp coordinate exists but current condition is temporarily closed.,Keep closure lead until reopened; then promote with official coordinate.,,v23.1.74,
tn-v74-cherokee-nf-tellico-small-components,TN,Tellico River / Citico small campground components,Cherokee NF / Tellico River-Citico,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,"USFS source family lists Big Oak Cove, Birch Branch, Davis Branch, Holder Cove, Holly Flats, Jake Best and related small campgrounds, but coordinates not fully extracted.",Click-through scrape each USFS component page for official lat/lon; split into individual rows.,,v23.1.74,
tn-v74-tva-east-developed-campgrounds-coordinate-rescue,TN,TVA / Go Camp Tennessee East TN campground components,"Cherokee, Douglas, Melton Hill, Norris, Watauga reservoirs",coordinate_rescue,Modern / Rustic components,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,TVA/operator proof exists for developed campgrounds but coordinates need extraction.,"Split Cherokee Dam, Douglas Headwater/Tailwater, Loyston Point, Melton Hill, Watauga Dam and related campgrounds using operator/reservation/map coordinates.",,v23.1.74,
tn-w8-chickasaw-state-park-components,TN,Chickasaw State Park RV/tent/wrangler components,Chester / Henderson,coordinate_rescue,Modern + Rustic / Primitive component,coordinate_rescue,High,Official Tennessee State Parks,State park reservation/map needed,Official proof strong; component coordinates blocked; Split wrangler/tent if exact component locations are recovered.; Need state reservation map and component split,Add component-rescue lead,,v23.1.78,Yes v23.1.78 update: Worker 4 confirmed RV/open component only may remain lead; tent/wrangler closure guardrail added in rejected.
tn-v74-standing-stone-closure-watch,TN,Standing Stone State Park Campground closure watch,Clay / Overton,coordinate_rescue,Modern Campgrounds,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official campground exists but renovation closure runs into late 2026.,Recheck status before active import; do not map as open until reopened.,,v23.1.74,
tn-catoosa-wma-restricted-hunter-camping-geometry,TN,Catoosa WMA restricted hunter-only camping geometry,Cumberland / Morgan region,restricted_geometry_rescue,Needs Verification / Boondocking / Dispersed if exact restricted area is later proven,restricted_hunter_camping_geometry_blocked,High,Official TWRA / hunting regulations,No honest camp-point geometry recovered.,Official TWRA rules restrict camping during big-game hunts to big-game hunters only. This is not general public boondocking. Exact eligible camping areas were not recovered from accessible official web text.,Acquire current TWRA WMA map/GIS layer or contact TWRA Region 3 / area manager for exact hunter-camping locations and restrictions. Preserve restrictions clearly if ever promoted.,,v23.1.76,Worker 4 return treated conservatively: directory/community coordinates are lead coordinates only unless official map/aerial QA verifies the point lands on the actual campground/camping area.
tn-plateau-developed-state-park-campgrounds-w7-defer,TN,Cumberland Mountain / Rock Island / Standing Stone / Edgar Evins Developed Campgrounds,Cumberland / Warren-White / Overton / DeKalb-Putnam edge,future_lead,Modern Campgrounds,future_lead,High,Tennessee State Parks,Not worked in detail in this backcountry-geometry pass,"Developed campground coordinate-rescue, likely separate worker scope; Not a backcountry geometry priority; don’t let this cleanup pass sprawl; Future ODNR-style/state-park coordinate rescue or Worker 7 check",Park/defer,,v23.1.75,Yes
tn-v74-cumberland-trail-backcountry-sections,TN,Cumberland Trail State Park backcountry camping — Plateau sections,Cumberland Trail Plateau sections,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official section camping exists but section/site coordinates blocked.,"Use official Cumberland Trail camping pages, CTC maps, Reserve TN metadata and section GIS.",,v23.1.74,
tn-lead-dale-hollow-primitive-camping-sites-geometry-extraction,TN,Dale Hollow Lake Primitive Camping — full site extraction,Dale Hollow Lake,update_existing_lead,Boat / Backpack + Rustic / Primitive,update_existing_lead,High,Official federal / Recreation.gov,Site-level GPS exists in individual campsite Need-to-Know tabs / High extraction path,Partial coordinate extraction succeeded; full batch still blocked by time/API volume; Two clean TN examples promoted above; full extraction remains; Exact path: scrape/open each `/camping/campsites/{id}` page from facility 234782; parse Need-to-Know GPS; convert DMS to decimal; split KY vs TN; exclude Kentucky-side sites,Update lead with exact extraction path and examples,,v23.1.75,Yes
tn-v74-long-hunter-backcountry-correction,TN,Long Hunter State Park Backcountry Campsites correction,Davidson / Rutherford / J. Percy Priest,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Existing active row likely wrong layer/model; official campsites are two primitive tent-only hike-in sites about 6 miles from parking.,Correct layer/details and rescue actual campsite coordinates from official map/GIS; do not present park access as exact campsite.,,v23.1.74,
tn-long-hunter-backcountry-campsite-coordinate-rescue-v23175,TN,Long Hunter State Park backcountry campsite coordinate rescue,Davidson / Rutherford / J. Percy Priest Lake,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,Tennessee State Parks official source / v23.1.75 correction,Existing active row is not an exact campsite coordinate,"Official source supports primitive hike-in backcountry campsites, but exact campsite points were not recovered.",Use Tennessee State Parks map/GIS/reservation metadata or agency contact to locate the actual backcountry campsites; do not use Baker’s Grove or trailhead access as campsite pins.,s561,v23.1.75,
tn-w8-beech-bend-campground-decatur,TN,Beech Bend Campground,Decatur / Tennessee River,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official county/local,County page; exact camping area needed,Official county proof strong; coordinate spot-check needed; Could be Modern if hookups/restroom/shower proof is sufficient after coordinate check.; Need campground entrance/loop coordinate; avoid boat ramp,Add coordinate-rescue lead,,v23.1.75,Optional
tn-v74-tva-undeveloped-public-lands-east-geometry,TN,TVA undeveloped public lands camping — East TN reservoirs,East TN TVA reservoirs,geometry_extraction,Boondocking / Dispersed,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,TVA broad public-lands camping rule exists but parcel/geometry not extracted.,Extract TVA recreation/public-land parcels for Norris/Cherokee/Douglas/Fort Loudoun/Tellico/Watts Bar/Melton Hill; no dam/ramp pins.,,v23.1.74,
tn-v74-cherokee-nf-dispersed-mvum-geometry,TN,Cherokee NF dispersed camping / MVUM route-area rule,East Tennessee Cherokee NF districts,geometry_extraction,Boondocking / Dispersed,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official MVUM/dispersed access exists but route/geometry extraction needed.,Extract MVUM GIS/GeoPDF by ranger district; no forest centroid.,,v23.1.74,
tn-cherokee-nf-dispersed-camping-mvum-area-rule,TN,Cherokee NF dispersed camping / MVUM route-area rule,East Tennessee Cherokee NF districts,geometry_extraction,Boondocking / Dispersed,geometry_rescue,High,Official USFS MVUM / Cherokee NF maps,No honest point; route geometry needed from current MVUM/GeoPDF/GIS.,USFS MVUM is the legal travel-use document and can include motorized access for dispersed camping. Exact legal route/corridor geometry must be extracted; forest or ranger-district centroids are not acceptable.,"Download current Cherokee NF district MVUM PDFs/GeoPDFs or travel-management GIS. Extract only roads/trails/areas where dispersed camping motorized access is legal; do not use ranger offices, trailheads, or forest centers.",,v23.1.76,Worker 4 return treated conservatively: directory/community coordinates are lead coordinates only unless official map/aerial QA verifies the point lands on the actual campground/camping area.
tn-fiery-gizzard-backcountry-campsite-geometry,TN,Fiery Gizzard Backcountry Camping,Grundy / Marion,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,Tennessee State Parks / Reserve TN,Official proof; exact backcountry sites blocked,"Official backcountry camping; coordinates blocked; Do not use visitor center or trailhead coordinates; Exact path: Reserve TN campsite metadata, official park/backcountry map, GIS",Keep/update lead,,v23.1.75,Yes
tn-savage-gulf-backcountry-campsite-geometry,TN,Savage Gulf Backcountry Campsite System,Grundy / Sequatchie / Van Buren edge,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,Tennessee State Parks / Reserve TN,Official proof; campsite coordinates behind Reserve TN/map extraction,"Official backcountry camping; coordinates blocked; Do not map Stone Door Ranger Station or trailheads as campsites; Exact path: Reserve TN map/API/devtools, official Savage Gulf park map/GIS",Keep/update geometry lead,,v23.1.75,Yes
tn-w8-big-buck-resort,TN,Big Buck Resort,Hardeman / Hornsby,coordinate_rescue,Private Campgrounds,coordinate_rescue,High,Operator,Operator address/map needed,"Operator proof strong; coordinate spot-check needed; Public/private status appears okay; coordinate still needed.; Need coordinate on campground/RV area, not lodge/event facility",Add coordinate-rescue lead,,v23.1.78,No v23.1.78 update: Worker 4 confirmed operator proof but camping-area geometry not finalized.
tn-w8-cherokee-landing-thousand-trails,TN,Thousand Trails Cherokee Landing,Hardeman / Saulsbury,coordinate_rescue,Private Campgrounds,coordinate_rescue,High,Operator,Operator page + directory coordinate lead,"Operator proof strong; coordinate lead exists, but not official enough for active; Do not import from directory coordinate alone.; Use operator resort map or address/imagery; directory coordinate is cross-check only",Add coordinate-rescue lead,,v23.1.75,No
tn-v74-pickwick-tva-campground-coordinate-rescue,TN,Pickwick Dam TVA Campground,Hardin / Pickwick Dam,coordinate_rescue,Modern / Rustic component,coordinate_rescue,High,v23.1.73 AR/TN worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,TVA/operator proof exists but campground coordinate needs spot-check.,Use TVA/concession campground map or address-map/imagery; do not use dam centroid.,,v23.1.74,
tn-w8-pickwick-landing-state-park-components,TN,Pickwick Landing State Park main + primitive campground components,Hardin / Pickwick Lake,coordinate_rescue,Modern + Rustic / Primitive,coordinate_rescue,High,Official Tennessee State Parks,State park reservation/map needed,Official proof strong; component coordinates blocked; Do not confuse Pickwick Landing with existing Paris Landing row.; Need state park reservation map; keep separate from Paris Landing State Park,Add component-rescue lead,,v23.1.78,Yes v23.1.78 update: Worker 4 confirmed Pickwick Landing main/primitive/walk-in component conflict remains unresolved.
tn-w8-botel-campground,TN,Botel Campground,Hardin / Savannah-Pickwick,coordinate_rescue,Private Campgrounds,coordinate_rescue,High,Operator,Operator map/address needed,Operator proof strong; coordinate spot-check needed; Strong operator candidate.; Need operator address/map coordinate,Add coordinate-rescue lead,,v23.1.78,No v23.1.78 update: Worker 4 confirmed operator proof but exact campground pad geometry not finalized.
tn-w8-pickwick-dam-tva-campground,TN,Pickwick Dam TVA Campground,Hardin / Savannah-Pickwick,coordinate_rescue,Modern Campgrounds + primitive tent component,coordinate_rescue,High,Official TVA / operator concession,TVA/operator map needed; avoid dam coordinate,"Official/operator proof strong; coordinate not safely rescued; Strong candidate, but dam coordinates are a trap.; Need operator campground map, reservation map, or address-map spot-check; do not use dam",Add coordinate-rescue lead,,v23.1.75,Optional
