id,state,name,countyRegion,leadType,likelyLayer,status,priority,sourceType,coordinateConfidence,blocker,nextAction,relatedActiveOrPendingRecord,lastCheckedVersion,notes
nd-stutsman-jamestown-reservoir-lakeside-pelican-james-river-bay-split,ND,"Jamestown Reservoir campground components — Pelican Point, Lakeside, James River Bay",Stutsman / Jamestown Reservoir,coordinate_rescue,Modern + Rustic / Primitive,coordinate_rescue,High,County official + Recreation.gov/Reclamation,NO HONEST ACTIVE COORDINATE ACCEPTED,Major component split; active rows should be separate,Add/update lead,,v23.1.70,
nd-stutsman-parkhurst-pipestem-primitive-horse-camp,ND,Parkhurst Recreation Area / Pipestem primitive horse-trailer campground,Stutsman / Pipestem Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,County official,NO HONEST ACTIVE COORDINATE ACCEPTED,Good non-modern hit; do not use Pipestem dam/lake center,Add/update lead,,v23.1.70,
nd-stutsman-sandy-beach-spiritwood-primitive-camping,ND,Sandy Beach / Spiritwood Lake primitive camping,Stutsman / Spiritwood Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,County official,NO HONEST ACTIVE COORDINATE ACCEPTED,Real non-modern campground lead,Add/update lead,,v23.1.70,
nd-lead-turtle-mountain-homen-state-forest-rule-proof,ND,Turtle Mountain / Homen State Forest area-rule proof,Turtle Mountains / Bottineau-Rolette,agency_contact_needed,Boondocking / Dispersed or Info / Reference,agency_contact_needed,High,North Dakota Forest Service official rules/GIS/contact,NO HONEST COORDINATE FOUND,Official state forest camping rule and geometry remain blocked.,Get NDFS rules/PDF/GIS or agency confirmation. Keep separate from NDGF WMA camping clusters.,,v23.1.53,
nd-williams-county-blacktail-dam-campground-coordinate-rescue,ND,Blacktail Dam Campground,Williams / Blacktail Dam,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official county,NO HONEST ACTIVE COORDINATE ACCEPTED,Construction-limited status should be noted in lead,Add coordinate-rescue lead,,v23.1.70,
nd-williams-county-little-beaver-bay-campground-components,ND,Little Beaver Bay North/South Campgrounds,Williams / Lake Sakakawea,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official county + state license list,NO HONEST ACTIVE COORDINATE ACCEPTED,Good Lake Sakakawea north/west component target,Add coordinate-rescue lead,,v23.1.70,
nd-williams-county-mcgregor-dam-campground-wma-coordinate-rescue,ND,McGregor Dam Campground / WMA Camping Context,Williams / McGregor Dam,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,Official county + NDGF,NO HONEST ACTIVE COORDINATE ACCEPTED,Avoid broad dam/lake point,Add lead for campground + WMA geometry extraction,,v23.1.70,
nd-williams-county-little-egypt-recreation-area-campground-coordinate-rescue,ND,Little Egypt Recreation Area Campground,Williams / Ray / Lake Sakakawea,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,Official county + official county/agency context,NO HONEST ACTIVE COORDINATE ACCEPTED,"This is a strong area-rule candidate, but the boundary/marker must be honest",Add lead for component + boundary extraction,,v23.1.70,
nd-williams-county-epping-springbrook-dam-closed-2026-watch,ND,Epping/Springbrook Dam Campground,Williams / Springbrook,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official county,NO HONEST ACTIVE COORDINATE ACCEPTED,Do not import active while closed for 2026,Add closure-watch lead,,v23.1.70,
nd-williams-county-confluence-campground-coordinate-rescue,ND,Confluence Campground,Williams / Williston area,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official state license list,NO HONEST ACTIVE COORDINATE ACCEPTED,"License list is a discovery source, not enough alone for import","Add lead, not active",,v23.1.70,
sd-v23190-lead-white-lake-lodge-and-rv-campground,SD,White Lake Lodge & RV Campground,Aurora / White Lake,sd_public_discovery_coordinate_or_correction_rescue_v23190,Private Campgrounds,add_candidate,High,Worker 5 public-discovery return; source trail retained from worker table,Operator/booking source address: 1500 S Main St; exact campground pin required,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,Operator/booking page confirms RV campground and check-in. (whitelake.holidayfuture.com) Private campground/lodge; verify transient RV availability.
sd-lead-sage-creek-campground,SD,Sage Creek Campground,Badlands NP / Pennington-Jackson area,coordinate rescue,Rustic / Primitive,coordinate_rescue,High,Prior worker/supervisor return; official NPS proof noted,NO HONEST COORDINATE FOUND,"Official campground exists, but prior pass did not recover an import-safe coordinate.","Check NPS GIS, NPS campground map metadata, Recreation.gov/RIDB, or agency contact.",None; not active in SD.js,v23.1.54-historical-backfill,"ADD TO data/leads.js. Do not use Badlands park centroid, road pullout, or broad Sage Creek area as exact point."
sd-v23190-lead-badlands-np-north-unit-backcountry-camping-area-rule,SD,Badlands NP North Unit backcountry camping area/rule,Badlands NP North Unit,sd_public_discovery_coordinate_or_correction_rescue_v23190,Boat / Backpack,needs_verification,High,Worker 2 public-discovery return; source trail retained from worker table,Area/rule only; no point; no polygon captured.,No honest lat/lng was supplied in the worker active/correction table. Worker returned this as Needs Verification or coordinate-verification required.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,NPS confirms North Unit backcountry/open-hike camping rules and common areas; South Unit camping prohibited. (National Park Service) Area/rule candidate only. Not an exact campsite or legal boundary. Camp at least 0.5 mile from roads/trails and out of sight; verify current NPS rules and closures.
sd-v23190-lead-memorial-park-campground,SD,Memorial Park Campground,Beadle / Huron,sd_public_discovery_coordinate_or_correction_rescue_v23190,Modern Campgrounds,add_candidate,High,Worker 5 public-discovery return; source trail retained from worker table,Official city address: 10 Jersey Ave NE; exact campground-loop pin required before import,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,Huron city confirms 24 full hookups and campground package details. (Huron SD) City campground on James River/Ravine Lake area; verify exact entrance/loop before pinning.
sd-v23190-lead-red-wilk-campground,SD,Red Wilk Campground,Beadle / Huron,sd_public_discovery_coordinate_or_correction_rescue_v23190,Private Campgrounds,add_candidate,High,Worker 5 public-discovery return; source trail retained from worker table,Huron visitor listing address: 1562 Old Highway 14; exact pin required,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,Huron visitor page lists 46 camping spots with full hookups and reservation phone. (Huron South Dakota) Private full-hookup campground near SD State Fairgrounds; verify operator/current rates.
sd-v23190-lead-south-dakota-state-fairgrounds-campground,SD,South Dakota State Fairgrounds Campground,Beadle / Huron,sd_public_discovery_coordinate_or_correction_rescue_v23190,Modern Campgrounds,add_candidate,High,Worker 5 public-discovery return; source trail retained from worker table,Official fairgrounds/city address: 1060 3rd St SW; exact camping area/Lot J pin required,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,"Huron city and SD State Fair pages confirm year-round/nightly camping and large fairgrounds campground. (Huron SD) Fairgrounds camping; verify current public availability, event restrictions, and exact nightly-camping lot."
sd-v23190-lead-gross-hill-campground,SD,Gross Hill Campground,Beadle / Lake Byron,sd_public_discovery_coordinate_or_correction_rescue_v23190,Private Campgrounds,add_candidate,High,Worker 5 public-discovery return; source trail retained from worker table,Official city tourism listing/address: 40426 North Shore Road; exact camping loop pin required,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,Huron official camping page lists 46 full-hookup sites. (Huron SD) Operator-listed campground near Lake Byron; verify public transient availability.
sd-lead-broad-black-hills-nf-dispersed-rule-area,SD,Black Hills National Forest dispersed camping rule / MVUM area,Black Hills NF / western SD,GIS / area-outline,Boondocking / Dispersed,gis_extraction_needed,High,Prior worker/supervisor return,NO HONEST COORDINATE FOUND,Broad dispersed-rule area not imported because fake broad pin would be dishonest.,"MVUM/GIS extraction, official dispersed rule-area geometry, road/vehicle-use dataset, or area-outline schema.",Several individual Black Hills NF campgrounds active; broad dispersed rule area not active,v23.1.54-historical-backfill,"ADD TO data/leads.js. High-value future area-outline target, but no forest centroid nonsense."
sd-lead-black-hills-nf-dispersed-mvum-geometry-upgrade,SD,Black Hills NF dispersed camping MVUM / area-marker geometry upgrade,Black Hills National Forest,gis_extraction_needed / area_outline_followup,Boondocking / Dispersed,gis_extraction_needed,High,USFS Black Hills NF MVUM / official maps / v23.1.51 active markers,AREA/RULE MARKER ONLY,SD v23.1.51 added boondocking area markers; W10 should preserve future official geometry extraction rather than rediscover the same markers.,Add leads.js geometry-upgrade row tied to active SD v23.1.51 markers; extract MVUM/road/open-area geometry later.,Active SD v23.1.51 added 4 Boondocking / Dispersed area markers,v23.1.54-historical-backfill,Do not create forest-center point.
sd-v23190-lead-tabor-lakeside-use-area,SD,Tabor Lakeside Use Area,Bon Homme / Tabor,sd_public_discovery_coordinate_or_correction_rescue_v23190,Rustic / Primitive,add_candidate,High,Worker 5 public-discovery return; source trail retained from worker table,Official GFP L.U.A. and tourism source; exact camping area pin required,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,"GFP lakeside-use list and Tabor tourism page support primitive camping. (South Dakota Game, Fish, and Parks) Primitive lakeside-use camping; verify exact legal camping area before import."
sd-v23190-lead-sand-creek-lakeside-use-area,SD,Sand Creek Lakeside Use Area,Bon Homme / Tabor-Springfield area,sd_public_discovery_coordinate_or_correction_rescue_v23190,Rustic / Primitive,add_candidate,High,Worker 5 public-discovery return; source trail retained from worker table,Official GFP L.U.A. and tourism source; exact camping area pin required,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,"GFP lakeside-use list and Tabor tourism page support non-electric/primitive camping. (South Dakota Game, Fish, and Parks) Primitive lakeside-use camping; popup must warn to verify current rules/access."
sd-v23190-lead-tyndall-city-campground,SD,Tyndall City Campground,Bon Homme / Tyndall,sd_public_discovery_coordinate_or_correction_rescue_v23190,Modern Campgrounds,add_candidate,High,Worker 5 public-discovery return; source trail retained from worker table,Official city location: 19th & Birch; exact campground pin required,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,"Tyndall city page confirms campground, electric, showers, dump station, year-round electricity. (City of Tyndall) Municipal campground; verify exact entrance/pads."
sd-v23190-lead-danceland-bar-grill-and-campground,SD,"Danceland Bar, Grill & Campground",Brookings / Lake Campbell,sd_public_discovery_coordinate_or_correction_rescue_v23190,Private Campgrounds,add_candidate,High,Worker 5 public-discovery return; source trail retained from worker table,Visitor/operator listing address/source; exact campground pad pin required,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,"Visit Brookings confirms camping pads for RVs, campers, and tents. (Visit Brookings) Private/operator campground south of Brookings near Lake Campbell."
sd-v23190-lead-brown-county-fairgrounds-camping,SD,Brown County Fairgrounds Camping,Brown / Aberdeen,sd_public_discovery_coordinate_or_correction_rescue_v23190,Modern Campgrounds,add_candidate,High,Worker 4 public-discovery return; source trail retained from worker table,Official fairgrounds area; exact camping-area coordinate needed,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,"Fairgrounds lists public camping areas, water/electric and full-hookup counts, rates, and fair-week restriction. (Brown County) Fairgrounds campground; no campsites available during Brown County Fair"
sd-v23190-lead-richmond-lake-recreation-area-campground,SD,Richmond Lake Recreation Area Campground,Brown / Aberdeen area,sd_public_discovery_coordinate_or_correction_rescue_v23190,Modern Campgrounds,add_candidate,High,Worker 4 public-discovery return; source trail retained from worker table,Tourism/official address; exact loop coordinate needed,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,"Listing shows 24-site campground, 30/50 amp, restroom, dump/fill, cabin. (South Dakota Glacial Lakes and Prairies) State recreation area campground"
sd-v23190-lead-bigfoot-campground-and-rv-park,SD,BigFoot Campground & RV Park,Brown / Groton,sd_public_discovery_coordinate_or_correction_rescue_v23190,Private Campgrounds,add_candidate,High,Worker 4 public-discovery return; source trail retained from worker table,Operator/contact address; exact coordinate needed,No honest lat/lng was supplied in the worker active/correction table.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,"Operator/contact page gives 1502 North Broadway, Groton; TravelSD says open year-round. (Bigfoot Campground) Private RV park/campground"
sd-v23190-lead-river-city-campground,SD,River City Campground,Brule / Chamberlain,sd_public_discovery_coordinate_or_correction_rescue_v23190,Private Campgrounds,needs_verification,High,Worker 3 public-discovery return; source trail retained from worker table,Operator address only; coordinate rescue required,No honest lat/lng was supplied in the worker active/correction table. Worker returned this as Needs Verification or coordinate-verification required.,"Perform coordinate rescue using official/operator map, reservation map, Google/Apple/Bing map POI, OSM/Overpass POI, aerial imagery, parcel/GIS, agency/operator contact, or georeferenced official PDF. Import only when the point lands on the campground/camping area/entrance and does not use an office, lake center, park centroid, boat ramp, or other proxy.",,v23.1.90,"Operator page: full-hookup seasonal RV park, all sites require reservation, address 333 East Prospect Ave. (River City Campground) Confirm transient/public overnight availability vs full-time/seasonal RV-only before map add."
sd-lead-american-creek-campground-chamberlain-official-proof-coordinate-rescue,SD,American Creek Campground / City of Chamberlain Park,Brule / Chamberlain / Lake Francis Case,coordinate_rescue,Modern Campgrounds or Rustic / Primitive after proof,coordinate_rescue,High,Discovery lead; official city/operator proof needed,NO HONEST ACTIVE COORDINATE ACCEPTED,"Do not use American Creek, river, bridge, marina, or city-center proxy.",Extract official city/operator campground address/map/reservation coordinate; classify by amenities.,,v23.1.70,
sd-lead-buffalo-gap-ng-pinnacles-baja-geometry,SD,Buffalo Gap NG / Pinnacles / Baja OHV dispersed geometry and duplicate cleanup,Buffalo Gap NG / Badlands edge,area_outline_followup / duplicate_watch,Boondocking / Dispersed,area_outline_followup,High,USFS/MVUM / official maps / active SD records,AREA/RULE MARKER ONLY,Prior Worker 3 flagged Buffalo Gap dispersed leads including Pinnacles/Baja OHV and duplicate/correction notes.,"Check active SD for Pinnacles/Baja/Fort Pierre entries; extract USFS/MVUM geometry; update active rows or add a single geometry-upgrade lead, not duplicate pins.",Possible active v23.1.51 records,v23.1.54-historical-backfill,Treat as duplicate-watch as much as a geometry lead.
