id,state,name,countyRegion,leadType,likelyLayer,status,priority,sourceType,coordinateConfidence,blocker,nextAction,relatedActiveOrPendingRecord,lastCheckedVersion,notes
in-lead-knobstone-trail-dispersed-backcountry-camping,IN,Knobstone Trail Dispersed / Backcountry Camping Rule and Geometry,Clark / Jackson-Washington / southern IN state forests,coordinate_rescue,Boat / Backpack / Boondocking,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Important non-modern trail camping lead.,Extract trail route/eligible public-land geometry and any designated camp points.,,v23.1.69,
in-lead-clark-state-forest-family-equestrian,IN,Clark State Forest Family and Equestrian Campgrounds,Clark / Scott,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Strong Rustic/Primitive component lead.,Extract exact family/equestrian campground coordinates.,,v23.1.69,
in-lead-in-crawford-obannon-woods-stagestop-primitive-youth-canoe-camp-coordinate-rescue,IN,O’Bannon Woods / Stagestop Primitive & Youth Camping,Crawford / Harrison,coordinate_rescue,Rustic / Primitive / Boat access component,Research Needed,High,Indiana DNR / ReserveAmerica,Official reservation proof; component coordinate blocked.,Split from main O’Bannon electric/equestrian campground.,Add lead.,,v23.1.68,"ReserveAmerica says O’Bannon Woods offers electrical, non-electric and electric equestrian campsites, plus primitive and youth camping at Stagestop Campground; canoe access is also available at Stagestop. ([Indiana State Parks][17])"
in-lead-in-crawford-come-again-horse-camp-coordinate-rescue,IN,Come Again Horse Camp,Crawford / Harrison-Crawford Forest edge,coordinate_rescue,Private Campgrounds,Research Needed,High,County tourism lead,Tourism/operator lead; exact coordinate/operator proof needs direct check.,Strong obvious horse-camp lead.,Add lead.,,v23.1.68,"Crawford County tourism lists Come Again Horse Camp at 6192 S. Wyandotte Cave Road with water, electric hookups, hitching posts, pavilion, and direct access to Harrison-Crawford State Forest horse trails. ([Come to Crawford][38])"
in-lead-hemlock-cliffs-roadside-dispersed-sites,IN,Hoosier NF Hemlock Cliffs Roadside Dispersed Camping Map Area,Crawford / Hoosier NF,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Conflicting/trap-prone source family; keep as lead until exact designated sites are isolated.,Extract official sites and add rejected trap for Hemlock Cliffs recreation area camping.,,v23.1.69,
in-lead-birdseye-roadside-dispersed-sites,IN,Hoosier NF Birdseye Roadside Dispersed Camping Map Area,Dubois / Crawford / Hoosier NF,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Good geometry target.,Extract official map/site points.,,v23.1.69,
in-lead-in-dubois-orange-patoka-lake-fisherman-primitive-campground-coordinate-rescue,IN,Patoka Lake Fisherman / Primitive Campground,Dubois / Orange / Crawford edge,coordinate_rescue,Rustic / Primitive,Research Needed,High,Indiana DNR PDF / ReserveAmerica,Official map/PDF proof; exact campground coordinate blocked.,High-value non-modern split.,Add lead.,,v23.1.68,"DNR Patoka map text says the fisherman campground is primarily for anglers and primitive campers, with pit toilets and water available; ReserveAmerica lists Patoka primitive campground. ([Indiana Government][21])"
in-lead-in-dubois-orange-patoka-lake-youth-tent-area-coordinate-rescue,IN,Patoka Lake Youth Tent Area,Dubois / Orange / Crawford edge,coordinate_rescue,Rustic / Primitive,Research Needed,High,Indiana DNR PDF,Official map/PDF proof; exact youth area coordinate blocked.,Do not collapse into modern campground.,Add lead.,,v23.1.68,DNR Patoka map text says a Youth Tent Area is available near the fisherman/primitive camping context. ([Indiana Government][21])
in-lead-mary-gray-bird-sanctuary-camping,IN,Mary Gray Bird Sanctuary Camping,Fayette / Connersville area,coordinate_rescue,Rustic / Primitive,public_discovery_coordinate_rescue,High,Public discovery lead; final proof must be operator/official,No import coordinate assigned. Needs operator/current proof plus address-map/imagery check.,Audubon/organization-operated camping candidate; public reservation/access rules need official verification.,"Open operator page/reservation system; verify public overnight camping, amenities, address, and coordinate. Promote only if address/map lands on campground area.",,v23.1.68,Public discovery sweep lead. Use operator website/reservation/address as final proof before active import; do not use Google/directory result alone.
in-lead-whitewater-river-campground,IN,Whitewater River Campground,Franklin / Brookville-Whitewater corridor,coordinate_rescue,Private Campgrounds,public_discovery_coordinate_rescue,High,Public discovery lead; final proof must be operator/official,No import coordinate assigned. Needs operator/current proof plus address-map/imagery check.,Public-facing campground in Whitewater corridor; operator proof and exact campground point required.,"Open operator page/reservation system; verify public overnight camping, amenities, address, and coordinate. Promote only if address/map lands on campground area.",,v23.1.68,Public discovery sweep lead. Use operator website/reservation/address as final proof before active import; do not use Google/directory result alone.
in-lead-in-harrison-crawford-blue-river-canoe-camping-check,IN,Blue River Canoe Camping / Primitive River Stops,Harrison / Crawford / Blue River,research_needed,Boat / Backpack,Needs Verification,High,Indiana DNR / discovery,"Official forest page proves canoe ramps and Adventure Trail camping, but not separate Blue River canoe camps.",Keep as Needs Verification.,Agency/water-trail source needed.,,v23.1.68,"DNR Harrison-Crawford page confirms Blue River access and Adventure Trail backpack camping, but no separate official canoe-camp point was recovered. ([Indiana Government][16])"
in-lead-harrison-crawford-adventure-trail-shelters,IN,Harrison-Crawford Adventure Trail Shelters / Primitive Sites,Harrison / Crawford / Ohio River edge,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,High-value Boat/Backpack lead.,Extract shelter/primitive site points from official map/GIS or DNR contact.,,v23.1.69,
in-lead-in-harrison-crawford-adventure-trail-backpack-shelters-coordinate-rescue,IN,Harrison-Crawford Adventure Trail Backpack Shelters / Primitive Sites,Harrison / Crawford / O’Bannon overlap,research_needed,Boat / Backpack,Research Needed,High,Indiana DNR official + official PDF,Official proof; exact shelters/sites require map extraction.,Good Boat / Backpack lead.,Add lead.,,v23.1.68,DNR says Adventure Trail permits overnight backpack camping and has four shelters and two primitive sites; official Adventure Trail map says overnight shelters are first-come and camping along the AHT is permitted. ([Indiana Government][16])
in-lead-obannon-woods-horse-group-canoe-components,IN,O’Bannon Woods Horseman / Group / Canoe Components,Harrison / Ohio River / Blue River edge,coordinate_rescue,Rustic / Primitive / Boat-Backpack / Modern split,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Good component split but closure trap present.,Extract active components; reject closed Stagestop/canoe access until reopening proof.,,v23.1.69,
in-lead-summit-lake-youth-tent,IN,Summit Lake State Park Youth Tent Camp,Henry / New Castle,coordinate_rescue,Rustic / Primitive,coordinate_rescue / component_split,High,Official Indiana DNR,No exact youth tent coordinate recovered.,Add as separate only if map confirms distinct camp component.,Extract youth tent coordinate or keep as component note under main campground.,,v23.1.68,https://www.in.gov/dnr/state-parks/parks-lakes/summit-lake-state-park/ — DNR provides youth tent camping map link.
in-lead-summit-lake-youth-tent-coordinate-rescue,IN,Summit Lake Youth Tent Areas,Henry / Summit Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,SUPERVISOR v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official youth tent loops exist; separate coordinates not recovered.,Extract DNR youth tent map/georeference or ReserveAmerica site metadata.,,v23.1.69,
in-lead-berry-ridge-sundance-roadside-dispersed-sites,IN,Hoosier NF Berry Ridge / Sundance Lake Roadside Dispersed Camping Map Area,Hoosier NF / Sundance Lake area,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,High-value designated dispersed cluster.,Extract exact points/geometry from official PDF/GIS.,,v23.1.69,
in-lead-salamonie-youth-tent-components,IN,Salamonie Lake Youth Tent Areas,Huntington / Salamonie Lake,coordinate_rescue,Rustic / Primitive or group/youth,Coordinate rescue,High,Official state DNR,Named youth components; coordinates not recovered,Preserve as lead; not a lake-center pin.,Add durable lead.,,v23.1.68,DNR Salamonie page lists Lost Bridge West SRA 7 Youth Tent Areas and youth tent map.
in-lead-in-je-roush-fwa-primitive-sites,IN,J.E. Roush Lake FWA Primitive Sites,Huntington / Wells,coordinate_rescue,Rustic / Primitive,Verified camping; coordinate medium,High,DNR/FWA source family; secondary source confirms facilities,"FWA campground/map context; medium, not exact site",Held from active import during v23.1.68 because coordinate/status/source confidence still needs rescue or exact component extraction.,Promote after source QA.,,v23.1.68,Indiana DNR old FWA source path identified; secondary summary lists 20 primitive sites.
in-lead-jackson-washington-state-forest-backcountry-youth-family,IN,Jackson-Washington State Forest Family / Youth / Backcountry Camping,Jackson / Washington,coordinate_rescue,Rustic / Primitive / Boat-Backpack,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Strong non-modern lead.,Extract DNR map/GIS/trail-camp points.,,v23.1.69,
in-lead-in-jackson-washington-state-forest-family-campground-coordinate-rescue,IN,Jackson-Washington State Forest Family Campground,Jackson / Washington,research_needed,Rustic / Primitive,Research Needed,High,Indiana DNR official,Official proof; exact campground point blocked.,Good non-modern lead.,Add lead.,,v23.1.68,"DNR says primitive class C camping is available; some sites are waterfront on Knob Lake and others are in woods/pines, with accessible sites; youth camping and backcountry camping are also listed. ([Indiana Government][15])"
in-lead-in-jackson-washington-state-forest-youth-camp-coordinate-rescue,IN,Jackson-Washington State Forest Youth Tent Campground,Jackson / Washington,coordinate_rescue,Rustic / Primitive,Research Needed,High,Indiana DNR official,Official proof; exact youth camp coordinate blocked.,Public eligibility may be group-only.,Add lead.,,v23.1.68,DNR says a Youth Tent Campground is available for scouts and groups near the forest office in Jackson County at Trail 3 trailhead. ([Indiana Government][15])
in-lead-kankakee-river-watertrail-camping-identity-rescue,IN,Kankakee River Official Water-Trail Camping Identity Rescue,Kankakee / Lake / Porter / Jasper / Newton river corridor,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Needs external/agency source if official camping exists; otherwise likely reject future access-point traps.,Agency contact / official water-trail map acquisition.,,v23.1.69,
in-lead-kankakee-river-water-trail-camp-coordinate-rescue,IN,Kankakee River Water Trail listed campground / Lake County Parks listing,Kankakee River corridor / LaPorte-Starke edge,coordinate_rescue,Boat / Backpack,identity_rescue,High,Worker 1 IN revised public-discovery return,Coordinate not import-safe in first pass,DNR water-trail coordinate exists but manager/identity label needs confirmation before active import.,Run address/map/official map/reservation/GIS coordinate rescue; then decide active/lead/reject.,,v23.1.68,
in-lead-mounds-state-park-youth-tent,IN,Mounds State Park Youth Tent Areas,Madison / Anderson,coordinate_rescue,Rustic / Primitive,coordinate_rescue / component_split,High,Official Indiana DNR,No exact youth tent coordinate recovered.,Potential separate Rustic/Primitive component if mapped distinctly.,Extract coordinate or include as note under main campground.,,v23.1.68,https://www.in.gov/dnr/state-parks/parks-lakes/mounds-state-park/ — DNR lists Youth Tent Areas and youth tent campground map.
in-lead-mounds-sp-youth-tent-coordinate-rescue,IN,Mounds State Park Youth Tent Areas,Madison / Anderson,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,SUPERVISOR v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official youth tent proof; no component coordinate recovered.,Extract ReserveAmerica component metadata; do not use parent campground coordinate.,,v23.1.69,
in-lead-in-needs-county-primitive-group-camps,IN,Central Indiana county/park-district primitive and group camp systems,Marion ring / county parks / youth/group camp systems,coordinate_rescue,Needs Verification,public_access_and_coordinate_unclear,High,County/city/park-district follow-up,No coordinate assigned.,"Potential non-modern value, but needs official park-district confirmation.",Search county park reservation catalogs and call/email agencies if pages are unclear.,,v23.1.68,County/city park searches required by assignment; public primitive/group camp availability needs official page/reservation proof.
in-lead-mississinewa-youth-tent-components,IN,Mississinewa Lake Youth Tent Areas,Miami / Mississinewa Lake,coordinate_rescue,Rustic / Primitive or group/youth,Coordinate rescue,High,Official state DNR,Named component but no coordinate,Not an active campground until component coordinate and public/group rules are clear.,Add durable lead.,,v23.1.68,DNR Mississinewa page lists Youth Tent Areas.
in-lead-hickory-ridge-roadside-dispersed-sites,IN,Hoosier NF Hickory Ridge Roadside Dispersed Camping Map Area,Monroe / Brown / Hoosier NF,coordinate_rescue,Boondocking / Dispersed,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,High-value designated dispersed cluster.,Extract official PDF/site points or GIS; add exact site/cluster records or outline.,,v23.1.69,
in-lead-in-monroe-charles-c-deam-wilderness-designated-campsites-coordinate-rescue,IN,Charles C. Deam Wilderness Designated / Backpack Campsites,Monroe / Hoosier NF,research_needed,Boat / Backpack,Research Needed,High,USFS official GeoPDF lead,Official wilderness proof; exact campsite points need GeoPDF extraction.,"Do not pin Grubb Ridge, Hickory Ridge, or Blackwell parking as campsites.",Add lead; extract exact designated sites.,,v23.1.68,"USFS says Deam Wilderness has 36 miles of hiking/backpacking/horse trails and current conditions reference designated campsites, including temporary closures; page links a GeoPDF map. ([US Forest Service][11])"
in-lead-deam-wilderness-backpack-sites,IN,Charles C. Deam Wilderness Designated / Backpack Camping Extraction,Monroe / Hoosier NF / Deam Wilderness,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,High-value Boat/Backpack/area-rule lead.,Extract designated campsite points or wilderness/camping restriction geometry.,,v23.1.69,
in-lead-shades-backpack-camp-coordinate-rescue,IN,Shades State Park Backpack Camp,Montgomery / Shades SP,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,SUPERVISOR v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official backpack camp proof; exact camp coordinate not recovered.,Extract DNR map georeference or ReserveAmerica site metadata. Do not use main campground GPS.,,v23.1.69,
in-lead-shades-canoe-camp-coordinate-rescue,IN,Shades State Park Canoe Camp,Montgomery / Sugar Creek,coordinate_rescue,Boat / Backpack,coordinate_rescue,High,SUPERVISOR v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official canoe camp proof; exact camp coordinate not recovered.,Extract ReserveAmerica site metadata or DNR map georeference.,,v23.1.69,
in-lead-shades-backpack-sites,IN,Shades State Park Backpack Camp,Montgomery / Waveland / Sugar Creek,coordinate_rescue,Boat / Backpack,coordinate_rescue / backpack_component,High,Official Indiana DNR,No exact backpack-site point recovered.,Top-value Boat / Backpack candidate; do not use trailhead as campsite pin.,Extract site/area point from DNR backpack and canoe campground map.,,v23.1.68,https://www.in.gov/dnr/state-parks/parks-lakes/shades-state-park/ — DNR lists Backpack / 7 sites; backpack camp is reached by the backpack trail and is seasonally closed late October through early April.
in-lead-shades-canoe-camp,IN,Shades State Park Canoe Camp,Montgomery / Waveland / Sugar Creek,coordinate_rescue,Boat / Backpack,coordinate_rescue / canoe_component,High,Official Indiana DNR,No exact canoe-camp point recovered.,High-priority water-access component; do not use canoe livery or river center as campsite pin.,Extract canoe-camp point from DNR map or official GIS/reservation metadata.,,v23.1.68,https://www.in.gov/dnr/state-parks/parks-lakes/shades-state-park/ — DNR lists Canoe Camp / 10 sites and a backpack/canoe campground map.
in-lead-shades-state-park-nonelectric-campground,IN,Shades State Park Non-electric Campground,Montgomery / Waveland / Sugar Creek,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Official Indiana DNR,No safe campground-loop coordinate from parsed source.,High-priority non-modern official lead.,Extract non-electric campground point from DNR campground map or reservation metadata.,,v23.1.68,"https://www.in.gov/dnr/state-parks/parks-lakes/shades-state-park/ — DNR lists Non-Electric / 105 sites, Backpack / 7 sites, Canoe Camp / 10 sites, Youth Tent Areas, and campground maps."
in-lead-morgan-monroe-low-gap-backcountry,IN,Morgan-Monroe State Forest Low Gap Backcountry / Mason-Oak-Scout Ridge Components,Morgan / Monroe,coordinate_rescue,Rustic / Primitive / Boat-Backpack,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,High-value non-modern lead.,Extract DNR map/GIS/component points and backcountry area geometry.,,v23.1.69,
in-lead-in-morgan-morgan-monroe-low-gap-backcountry-area-coordinate-rescue,IN,Morgan-Monroe Low Gap Backcountry Area,Morgan / Morgan-Monroe State Forest,research_needed,Boat / Backpack,Research Needed,High,Indiana DNR official,Official proof; trail/backcountry polygon or trailhead-to-area geometry needed.,"Strong lead, coordinate blocked.",Add lead.,,v23.1.68,"DNR says Low Gap Trail loops through the Back Country Area east of Low Gap Road, where overnight backpack camping is permitted; campers must register at the forest office before camping. ([Indiana Government][13])"
in-lead-tecumseh-trail-dispersed-shelters,IN,Tecumseh Trail Dispersed Camping and Shelters,Morgan-Monroe / Yellowwood State Forests,coordinate_rescue,Boat / Backpack / Boondocking,coordinate_rescue,High,IN_W3 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,High-value Boat/Backpack/dispersed trail lead.,Extract official trail/shelter geometry or contact DNR.,,v23.1.69,
in-lead-willow-slough-fwa-primitive-campground-coordinate-rescue,IN,Willow Slough FWA Primitive Campground,Newton / Morocco / Kankakee farm-marsh country,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,Worker 1 IN revised public-discovery return,Coordinate not import-safe in first pass,"Official camping proof exists, but public directory coordinates conflict. Need DNR map/GIS/property-office coordinate. Do not use J.C. Murphey Lake center or headquarters.",Run address/map/official map/reservation/GIS coordinate rescue; then decide active/lead/reject.,,v23.1.68,
in-lead-in-chain-olakes-sp-primitive-campground,IN,Chain O'Lakes State Park Primitive Campground,Noble / Albion,coordinate_rescue,Rustic / Primitive,Verified Legal,High,Official state DNR,DNR map/component context; medium shared campground-system coordinate pending exact map extraction,Held from active import during v23.1.68 because coordinate/status/source confidence still needs rescue or exact component extraction.,Promote or hold as lead depending on supervisor coordinate threshold.,,v23.1.68,DNR Chain O'Lakes page lists Primitive / 33 sites and campground maps.
in-lead-chain-olakes-rally-youth-components,IN,Chain O'Lakes Rally Campground / Youth Tent Areas,Noble / Chain O'Lakes,coordinate_rescue,Rustic / Primitive or group/youth,Coordinate rescue,High,Official state DNR,Component map needed,"Preserve as lead, not a fake campground dot.",Add durable lead.,,v23.1.68,DNR Chain O'Lakes page lists Rally Camp / 4 sites and Youth Tent Areas / 5 sites.
in-lead-chain-olakes-canoe-camp-coordinate-rescue,IN,Chain O'Lakes State Park Canoe Camp,Noble / Chain O'Lakes,coordinate_rescue,Boat / Backpack,Coordinate rescue,High,Official state DNR,Named component; exact canoe-camp coordinate not recovered,Good non-modern target; do not use lake center/boat launch.,Add durable lead; split into Boat / Backpack when exact point recovered.,,v23.1.68,DNR Chain O'Lakes page lists Canoe Camp / 4 sites and Backpack Canoe Camp map.
in-lead-turkey-run-youth-tent-areas-coordinate-rescue,IN,Turkey Run State Park Youth Tent Areas,Parke / Marshall,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,SUPERVISOR v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official youth tent component exists; no separate coordinate recovered.,Extract ReserveAmerica site/component metadata or official campground map. Do not use parent campground coordinate.,,v23.1.69,
in-lead-sugar-creek-watertrail-canoe-camping,IN,Sugar Creek canoe / overnight camping corridor review,Parke / Montgomery / Shades / Turkey Run,research_needed,Boat / Backpack,water_trail_camping_review,High,Official DNR state park components + future water trail/local proof,No point assigned; corridor/official site data not extracted.,Good Boat / Backpack / area-outline lead.,Extract Shades Canoe Camp first; then check official/local water-trail camping rules for additional legal overnight sites.,,v23.1.68,Shades DNR page proves Canoe Camp / 10 sites; Turkey Run/Shades corridor and public discovery indicate canoe-camping corridor needs official site extraction.
in-lead-sugar-creek-canoe-campground-private-cluster,IN,Sugar Creek canoe/campground private cluster,Parke / Montgomery / Sugar Creek,coordinate_rescue,Private Campgrounds / Boat / Backpack leads,public_discovery_coordinate_rescue,High,Public discovery lead; final proof must be operator/official,No import coordinate assigned. Needs operator/current proof plus address-map/imagery check.,Public discovery cluster around Sugar Creek/Turkey Run/Shades; separate actual campgrounds from canoe liveries and day-use parking.,"Open operator page/reservation system; verify public overnight camping, amenities, address, and coordinate. Promote only if address/map lands on campground area.",,v23.1.68,Public discovery sweep lead. Use operator website/reservation/address as final proof before active import; do not use Google/directory result alone.
in-lead-raccoon-sra-and-cecil-m-harden-lake-private-corridor-obvious-misses,IN,Raccoon/Cecil M. Harden Lake private/county campground corridor scan,Parke / Putnam / western central corridor,coordinate_rescue,Private Campgrounds; Rustic / Primitive,coordinate_rescue,High,IN_W2 v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Not a final active row; prevents silent omission,Assign future worker if Tod wants statewide private/operator closeout,,v23.1.69,
in-lead-raccoon-sra-primitive-camp-coordinate-rescue,IN,Raccoon SRA Primitive Camp,Parke / Raccoon Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,SUPERVISOR v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official primitive component proof; exact component coordinate not recovered.,Extract ReserveAmerica loop metadata or DNR campground PDF georeference.,,v23.1.69,
in-lead-raccoon-sra-youth-tent-coordinate-rescue,IN,Raccoon SRA Youth Tent Areas,Parke / Raccoon Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue,High,SUPERVISOR v23.1.69 worker return / supervisor reconciliation,NO HONEST ACTIVE COORDINATE ACCEPTED,Official youth tent component proof; exact coordinate not recovered.,Extract ReserveAmerica component metadata or DNR map.,,v23.1.69,
in-lead-raccoon-sra-primitive-youth,IN,Cecil M. Harden Lake / Raccoon SRA Primitive and Youth Tent Camping,Parke / Rockville / Raccoon Lake,coordinate_rescue,Rustic / Primitive,coordinate_rescue / primitive_component,High,Official Indiana DNR,No exact primitive/youth camp coordinate recovered.,Non-modern priority component.,Extract primitive camp and youth tent coordinates from official map.,,v23.1.68,https://www.in.gov/dnr/state-parks/parks-lakes/cecil-m-harden-lake-raccoon-sra/ — DNR lists Primitive / 35 sites and Youth Tent Areas with maps.
in-lead-turkey-run-youth-tent-areas,IN,Turkey Run State Park Youth Tent Areas,Parke / Sugar Creek / Marshall,coordinate_rescue,Rustic / Primitive,coordinate_rescue / component_split,High,Official Indiana DNR,No safe coordinate from parsed source.,Keep separate only if map/reservation data supports a distinct component point.,Extract youth tent area from DNR youth tent campground map.,,v23.1.68,https://www.in.gov/dnr/state-parks/parks-lakes/turkey-run-state-park/ — DNR lists Youth Tent Areas and youth tent camping map.
